time,alpha,beta,value,repro
15.65913,2.141515,-4.975491,0.01199839,0.0002926436
54.79726,0.982491,-1.106302,0.02449615,0.0001944139
29.79868,-4.194495,3.754189,0.01840702,0.0002706915
43.69582,0.9909036,0.3093029,0.02548862,0.000260088
26.83478,-1.942817,1.760641,0.02354639,0.000336377
50.85919,4.679296,-1.012401,0.02159,0.0001877391
21.32677,-4.990899,3.280042,0.02015028,0.000335838
56.14417,-0.7583705,-1.709505,0.02531934,0.0001795698
52.16241,-0.8685361,-1.680592,0.02102372,0.0001964834
37.44803,-2.169396,0.983375,0.01946255,0.0002289712
32.28903,-4.976994,-0.3441954,0.02751895,0.0004586491
37.92975,-0.9377865,2.618872,0.0206609,0.00031786
25.33853,-4.008038,-4.289895,0.0179029,0.0003315351
42.13937,-4.338581,2.717268,0.0525064,0.0005198654
49.64587,4.941345,1.114021,0.02246032,0.0002468167
48.05042,-2.290543,-0.2474781,0.01994778,0.0001662315
21.01898,-3.6376,-4.927198,0.01252961,0.0002198178
62.99438,2.46352,0.5019432,0.02474222,0.0001874411
