time,alpha,beta,value,repro
147.88,0.8672477,-0.6281878,0.09775928,0.0002801126
157.8728,-0.6100464,4.533468,0.08822344,0.0002471245
110.0256,-0.9787926,1.334256,0.07939494,0.0003101365
160.2887,4.326674,3.002773,0.2076155,0.0005831897
183.2961,-1.836305,-3.433306,0.1355696,0.0003975647
116.0033,2.017769,0.1377901,0.05690233,0.0002370931
140.0815,-0.02568028,0.656844,0.09601676,0.0003707211
118.7054,0.4096153,0.2318591,0.07322811,0.0003554763
79.09729,-2.352324,-0.8408231,0.05527082,0.000289376
135.7585,0.4340361,-0.8409987,0.06663408,0.0002859832
141.2429,-1.492648,2.017396,0.1056418,0.0004078833
85.90552,-3.534668,2.818105,0.03848847,0.0002237702
98.21057,0.7661373,0.5358201,0.07252313,0.0003777246
101.5745,-0.7276303,4.96279,0.1143857,0.0005395554
122.5979,1.217695,0.3919139,0.05039075,0.0002354708
84.77234,-2.139194,1.074109,0.04664418,0.0002696196
87.87402,1.610561,-1.165339,0.05611942,0.0003135163
120.1118,2.947675,0.3185656,0.05422581,0.0002388802
