mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,eye_x,eye_y,eye_z,time,frame,ray_x,ray_y,ray_z,base_x,base_y,base_z
0.1944267,-0.06577221,-0.9787095,0,0.02759106,0.9977214,-0.06156874,0,-0.980529,0.01503303,-0.1957984,0,7.503259,-2.169721,-5.272014,1,0.1944267,0.02759106,-0.9805289,0,-0.06577221,0.9977214,0.01503303,0,-0.9787095,-0.06156874,-0.1957984,0,-6.761311,1.633163,6.357528,1,0.0,0.0,-0.0006198352,-0.004785012,-0.022153,2.14,1,0.012040120534531388,-0.25464660543779044,0.9669592244952855,0.029268328281646164,-0.19848088558529522,0.9796676492652366
0.1946303,-0.06592364,-0.9786589,0,0.02740038,0.997715,-0.06175805,0,-0.980494,0.01479563,-0.1959919,0,7.50466,-2.169225,-5.270269,1,0.1946303,0.02740037,-0.9804938,0,-0.06592364,0.997715,0.01479564,0,-0.9786588,-0.06175805,-0.1959918,0,-6.761433,1.633157,6.357439,1,0.0,0.0,-0.0006200336,-0.004777695,-0.02216309,2.16,2,0.01180527944086764,-0.2538040067479078,0.9671836234842023,0.029037523009476384,-0.19762650912754648,0.9798472254119691
0.1946303,-0.06592364,-0.9786589,0,0.02740038,0.997715,-0.06175805,0,-0.980494,0.01479563,-0.1959919,0,7.50466,-2.169225,-5.270269,1,0.1946303,0.02740037,-0.9804938,0,-0.06592364,0.997715,0.01479564,0,-0.9786588,-0.06175805,-0.1959918,0,-6.761433,1.633157,6.357439,1,1.0,1.0,-0.0006200336,-0.004777695,-0.02216309,2.18,3,0.01180527944086764,-0.2538040067479078,0.9671836234842023,0.029037523009476384,-0.19762650912754648,0.9798472254119691
0.1953937,-0.06739451,-0.9784066,0,0.02666265,0.9976323,-0.06339413,0,-0.9803625,0.01370009,-0.196728,0,7.509638,-2.172176,-5.260998,1,0.1953937,0.02666264,-0.9803623,0,-0.0673945,0.9976323,0.0137001,0,-0.9784064,-0.06339413,-0.196728,0,-6.761123,1.63329,6.356939,1,1.0,1.0,-0.0006217882,-0.004758171,-0.02220892,2.22,4,0.010639645939674735,-0.24843186072905193,0.9685909397206746,0.027897151357396163,-0.19218096069988233,0.980962908213462
0.1953862,-0.06809276,-0.9783598,0,0.02567659,0.9976,-0.06430404,0,-0.9803903,0.01255681,-0.1966656,0,7.511147,-2.16967,-5.259804,1,0.1953862,0.02567658,-0.9803901,0,-0.06809275,0.9976,0.01255682,0,-0.9783596,-0.06430403,-0.1966656,0,-6.761292,1.633376,6.356677,1,1.0,1.0,-0.0006228331,-0.004748917,-0.02222553,2.24,5,0.010005201341348571,-0.24922465522321224,0.9683940144254248,0.027259298503022004,-0.1929831384615709,0.9808233474559246
0.1949013,-0.06874157,-0.978411,0,0.02525556,0.9975619,-0.06505613,0,-0.9804977,0.01203078,-0.1961623,0,7.509112,-2.170716,-5.262059,1,0.1949013,0.02525555,-0.9804976,0,-0.06874157,0.997562,0.01203079,0,-0.978411,-0.06505612,-0.1961623,0,-6.761211,1.633447,6.356564,1,1.0,1.0,-0.0006240616,-0.004748162,-0.02222553,2.26,6,0.009567482690817725,-0.24866384771403507,0.9685425928244003,0.026824296847451808,-0.19241424751917627,0.9809471007400292
0.194432,-0.06882749,-0.9784983,0,0.02506933,0.9975581,-0.06518676,0,-0.9805956,0.0118559,-0.1956827,0,7.506756,-2.170316,-5.265643,1,0.194432,0.02506932,-0.9805956,0,-0.06882747,0.9975581,0.0118559,0,-0.9784983,-0.06518676,-0.1956827,0,-6.761353,1.633577,6.356428,1,1.0,1.0,-0.0006308286,-0.004752251,-0.02221629,2.28,7,0.008901444683663846,-0.24839392182604883,0.9686182033610655,0.02615971188046401,-0.19213972677383817,0.9810188555117614
0.1938507,-0.06915891,-0.9785903,0,0.024547,0.9975417,-0.06563568,0,-0.9807239,0.01129793,-0.1950718,0,7.504336,-2.168929,-5.269588,1,0.1938507,0.024547,-0.9807239,0,-0.06915891,0.9975417,0.01129793,0,-0.9785903,-0.0656357,-0.1950718,0,-6.761489,1.633515,6.356238,1,1.0,1.0,-0.0006321557,-0.004752495,-0.0222107,2.3,8,0.009908811653558612,-0.24745403072003008,0.9688489655937217,0.027171030833968806,-0.1911891293937112,0.9811770746838179
0.1935748,-0.06894534,-0.97866,0,0.02424689,0.9975592,-0.06548084,0,-0.9807859,0.01105402,-0.194774,0,7.503251,-2.165878,-5.272436,1,0.1935748,0.02424689,-0.9807858,0,-0.06894533,0.9975592,0.01105402,0,-0.9786599,-0.06548083,-0.194774,0,-6.761689,1.633418,6.356091,1,1.0,1.0,-0.0006325608,-0.004753083,-0.02220951,2.32,9,0.010264035713633777,-0.2478143669262952,0.9687531621191171,0.027524491386078986,-0.19155475491906312,0.9810959067501175
0.193432,-0.06950633,-0.9786486,0,0.02443944,0.9975192,-0.06601606,0,-0.9808093,0.01114799,-0.1946508,0,7.502059,-2.170198,-5.272387,1,0.193432,0.02443943,-0.9808092,0,-0.06950632,0.9975192,0.01114801,0,-0.9786484,-0.06601607,-0.1946508,0,-6.761793,1.633406,6.356008,1,1.0,1.0,-0.0006323624,-0.004759499,-0.02220306,2.34,10,0.011471500444804167,-0.2473305213522031,0.96886326067469,0.028733726241405515,-0.19106660712760914,0.9811564220943713
0.1928337,-0.06965967,-0.9787558,0,0.02447956,0.9975079,-0.06617136,0,-0.9809261,0.01119944,-0.1940584,0,7.498796,-2.171541,-5.276797,1,0.1928337,0.02447956,-0.980926,0,-0.06965968,0.997508,0.01119944,0,-0.9787556,-0.06617135,-0.1940584,0,-6.761984,1.633389,6.356077,1,1.0,1.0,-0.0006309133,-0.004763932,-0.02219908,2.36,11,0.01437403558577927,-0.24866714107962493,0.9684823385319241,0.03162901294921664,-0.1924259487907866,0.9808016413994339
0.1924806,-0.06986463,-0.9788106,0,0.02453455,0.9974931,-0.06637348,0,-0.980994,0.01123907,-0.1937122,0,7.496773,-2.173136,-5.279326,1,0.1924806,0.02453455,-0.980994,0,-0.06986463,0.9974933,0.01123907,0,-0.9788105,-0.06637348,-0.1937122,0,-6.762269,1.633351,6.356043,1,1.0,1.0,-0.0006256253,-0.004763932,-0.02216304,2.4,12,0.015656640792976052,-0.25086575745839046,0.9678952636178708,0.03290095350818747,-0.19465607458270634,0.9803196110893141
0.1925521,-0.06949761,-0.9788228,0,0.02420297,0.9975218,-0.0660641,0,-0.9809883,0.01096962,-0.1937571,0,7.49778,-2.169075,-5.279683,1,0.1925521,0.02420296,-0.9809881,0,-0.06949759,0.9975218,0.01096963,0,-0.9788225,-0.0660641,-0.193757,0,-6.762332,1.633434,6.356051,1,1.0,1.0,-0.0006233286,-0.004763932,-0.02216259,2.42,13,0.016464806567229973,-0.25321331779311673,0.967270347853642,0.033697855679184,-0.1970365908082736,0.9798168381923622
0.1921173,-0.0701323,-0.9788629,0,0.02453797,0.9974747,-0.06664981,0,-0.9810653,0.01121473,-0.193353,0,7.494812,-2.174931,-5.281991,1,0.1921172,0.02453796,-0.981065,0,-0.07013229,0.9974746,0.01121473,0,-0.9788628,-0.06664981,-0.193353,0,-6.762759,1.633487,6.356,1,0.937937,0.8791391,-0.0006178888,-0.004750176,-0.02214424,2.44,14,0.0176282367974201,-0.25512196156344225,0.9667481729982402,0.03485179662801325,-0.19897336200668989,0.9793849873688867
0.1916084,-0.07006258,-0.9789677,0,0.02498413,0.9974738,-0.06649701,0,-0.9811535,0.01171725,-0.1928748,0,7.491368,-2.177653,-5.2863,1,0.1916084,0.02498411,-0.9811532,0,-0.07006256,0.9974738,0.01171726,0,-0.9789674,-0.06649701,-0.1928748,0,-6.763097,1.633464,6.356102,1,0.9238666,0.845956,-0.0006118091,-0.004668778,-0.02216932,2.46,15,0.015329599974591717,-0.2850190489558317,0.9583992618407695,0.03240475660595571,-0.2292997254543925,0.9728163072522216
0.1913958,-0.07016544,-0.9790018,0,0.02517999,0.9974642,-0.06656594,0,-0.9811899,0.0119108,-0.1926773,0,7.489849,-2.179718,-5.287424,1,0.1913958,0.02517998,-0.9811898,0,-0.07016544,0.9974642,0.01191081,0,-0.9790018,-0.06656594,-0.1926772,0,-6.762864,1.633634,6.35616,1,0.8809838,0.7871984,-0.0006092452,-0.004620301,-0.02225303,2.48,16,0.011199306635621104,-0.28518721582837714,0.9584063999467761,0.02827524622102416,-0.2294629566389077,0.9729066049635346
