time,alpha,beta,value,repro
77.17033,-1.286858,-2.081424,0.01201001,4.583973E-05
90.67074,-0.02353852,-0.8695249,0.01392611,4.818723E-05
67.149,-2.371765,1.01519,0.00733612,4.340899E-05
120.4959,0.2310098,-0.6574314,0.01547757,4.397037E-05
84.44806,-1.16076,-2.521164,0.01208192,4.813515E-05
56.73984,2.551284,-1.916005,0.008507303,4.407929E-05
68.71497,-0.7956846,-0.6335204,0.008048275,4.572884E-05
49.05621,-0.6479225,-1.576702,0.006355724,4.673327E-05
38.12573,-1.575772,-0.9873981,0.005490399,4.816139E-05
69.2641,-1.082139,-2.538229,0.007739074,4.499461E-05
100.0384,-0.3963578,-0.2317022,0.009330299,4.380422E-05
45.18292,-1.580968,-1.285325,0.005411437,4.260974E-05
34.05688,-1.505245,-1.92649,0.004060353,4.95165E-05
44.61951,-0.4686567,-1.400831,0.006208024,4.667688E-05
72.44977,-1.250301,-0.6496057,0.009270402,4.272075E-05
34.54297,-1.67222,-2.218842,0.004817348,4.379408E-05
53.45764,-1.536052,-2.068079,0.006339258,4.560617E-05
83.12976,0.1314909,-0.6416395,0.008412243,4.044348E-05
