time,alpha,beta,value,repro
160.7625,0.8677879,-0.6234755,0.09774277,0.0002800652
177.234,-0.4298957,1.714751,0.08900211,0.0002493056
123.7385,-2.164233,1.314852,0.07927223,0.0003096571
184.9975,4.331505,2.996621,0.2076092,0.0005831719
192.0445,-2.669078,-1.174577,0.12825,0.0003760996
117.1372,2.016615,0.1256229,0.05678981,0.0002366242
149.9003,-2.239862,0.9451745,0.09597325,0.0003705531
131.811,0.1586334,-0.1529586,0.0731155,0.0003549296
80.78015,-2.39372,-0.8278178,0.05526022,0.0002893205
145.1801,-2.890028,-0.4328128,0.06670905,0.0002863049
168.0946,-1.457029,1.913522,0.1055051,0.0004073555
92.43994,-3.568418,2.817767,0.03849827,0.0002238271
110.9736,0.7637056,0.5364174,0.07239734,0.0003770695
114.1826,-3.033997,4.882634,0.1139078,0.0005373009
136.5345,2.117597,0.4947117,0.05039191,0.0002354762
99.76807,-2.13943,1.075941,0.04660809,0.0002694109
88.97925,1.567757,-0.7400497,0.05604556,0.0003131037
121.0264,1.401864,0.3183415,0.05416094,0.0002385945
