time,alpha,beta,value,repro
4.001409,-0.7481944,-2.479038,0.0002591342,3.701917E-05
21.25342,0.07949845,-4.207407,0.002346824,4.117235E-05
4.863434,3.011151,-0.4286672,0.0003484969,3.168153E-05
10.36636,2.959483,0.2132086,0.001139025,4.067946E-05
3.515263,-0.5226882,-3.282499,0.0005045052,4.586411E-05
13.351,-1.07298,-1.245584,0.001035662,3.835786E-05
4.12291,-4.519361,2.505034,0.0004471929,4.471929E-05
18.59334,-0.6040342,-2.559169,0.002280294,3.864905E-05
11.20681,-3.428688,2.482733,0.001314441,4.38147E-05
10.09379,-3.545054,-2.257009,0.001297611,3.816502E-05
6.535332,0.4411753,-1.870518,0.0005360219,4.466849E-05
6.737961,-2.293686,-0.3129823,0.0007117019,3.953899E-05
2.366364,-4.999964,-2.189342,0.0002281769,5.704422E-05
2.266479,-4.759686,2.527429,0.0002039758,3.399597E-05
11.59471,-1.554781,2.227323,0.001084435,3.872984E-05
8.919235,-4.07335,0.03683098,0.001008631,3.602254E-05
4.536118,0.1512078,-2.926916,0.0003236514,2.942285E-05
16.35596,-4.389755,1.85222,0.001539805,3.849512E-05
