time,alpha,beta,value,repro
4.919904,1.016994,4.064894,0.0004859288,4.049407E-05
6.717043,-0.5193573,3.186256,0.0007314712,4.571695E-05
19.09852,0.750727,-1.418609,0.00128594,4.148195E-05
24.07835,-0.2699245,0.6575474,0.001484897,4.013234E-05
3.65638,-4.999878,2.393125,6.804588E-05,3.402294E-05
9.004463,-1.444737,-4.877962,0.0005519615,4.245858E-05
14.10835,0.5266657,2.617426,0.001444242,4.126405E-05
6.711067,-1.5579,-1.229625,0.0004478199,3.444769E-05
4.26075,-1.060019,-2.59256,0.0005031392,4.573993E-05
14.44839,-3.005573,-1.17949,0.0007736704,4.551002E-05
17.21572,3.896776,0.7671143,0.001309208,3.967296E-05
13.7346,-1.524385,4.8651,0.0004848076,4.040064E-05
8.87912,4.766081,0.7915996,0.0002495218,4.158697E-05
26.65034,2.466106,0.004337225,0.0006252202,4.168135E-05
14.87854,0.8601204,-0.5328007,0.001266026,3.95633E-05
4.945236,2.503164,0.9384918,0.000613685,4.383464E-05
7.749222,-4.999952,-2.855765,0.0004751523,3.167682E-05
16.26695,2.044375,0.270166,0.001206561,3.175159E-05
