time,alpha,beta,value,repro
6.436576,-0.7476832,-2.478836,0.0006064326,3.790203E-05
32.79521,-0.8109454,-4.081026,0.00451337,4.339779E-05
10.11269,-0.7650735,1.322032,0.001002169,4.357256E-05
21.42765,2.37692,0.1684292,0.002533628,4.294284E-05
12.80373,-1.839132,-3.371507,0.001684481,4.552653E-05
23.74402,3.427212,-4.318462,0.002459077,4.471049E-05
6.624298,-4.63933,1.896923,0.0008793307,4.628056E-05
36.41691,-0.1522266,-2.94757,0.003945723,3.906656E-05
22.4099,-3.411383,0.3891049,0.002821394,4.550635E-05
28.84052,-1.039306,-4.036405,0.00255631,3.873196E-05
12.43576,-3.378755,0.7953147,0.001375802,4.586006E-05
13.98077,-2.692456,1.006386,0.001395443,4.104243E-05
8.070633,1.076438,1.097967,0.001125505,5.115933E-05
8.941269,-3.420535,2.754542,0.001024438,4.268493E-05
20.7009,2.879765,-0.9904665,0.001930278,3.939344E-05
17.7796,-0.8658133,-3.088259,0.002117094,3.650163E-05
9.450012,-0.8262004,-4.53615,0.001264854,3.952669E-05
35.00015,-1.830837,-0.01316135,0.003775761,3.933084E-05
