time,alpha,beta,value,repro
24.62375,2.136548,-4.99948,0.01760826,0.0002480036
68.14659,0.9890218,-1.096734,0.03500124,0.000193377
44.72195,-4.138186,3.369264,0.02982834,0.0002924347
69.43301,4.869606,1.136856,0.05597045,0.0003731363
40.51816,-1.285421,0.7791785,0.03489767,0.0003489767
71.18356,4.980401,-0.935096,0.03177451,0.0001973572
38.55673,-4.965357,3.289432,0.03250777,0.0003694064
72.04282,-0.3563876,-4.995596,0.03286598,0.000188885
61.79767,-2.969645,1.10276,0.03222924,0.0002079306
51.55261,-2.107216,1.12426,0.02774794,0.0002477494
32.20715,-3.09143,1.851377,0.03995389,0.0004296117
45.8446,-0.9338495,2.656447,0.02783628,0.000309292
31.6701,-3.05572,-0.476033,0.0235311,0.0003223438
55.50116,-4.502438,2.500308,0.06562024,0.0005009179
57.37311,4.924775,1.115759,0.03311838,0.0002547568
66.57159,-1.390962,-0.1904293,0.02612035,0.0001707212
29.73657,-3.460346,-4.949942,0.01802245,0.0002171379
86.76166,-3.297873,0.3853655,0.03655274,0.0002019488
