time,alpha,beta,value,repro
33.96238,0.524792,-2.976032,0.02843392,0.000278764
73.3105,-0.7129987,1.482848,0.04278622,0.0003291248
53.6769,-1.996109,0.9142931,0.03941599,0.0002941492
73.95248,1.498057,-1.010479,0.02923734,0.0002181891
43.17958,-0.2977278,-1.132731,0.0239477,0.0003574284
51.01273,2.014599,0.1183603,0.02779731,0.0002297298
89.6116,-2.222809,0.9851723,0.04832811,0.0003897428
36.8562,-2.835111,-1.806812,0.02586027,0.0003978503
44.81775,-1.371938,-0.3069139,0.03291894,0.0003105561
68.29785,-2.807828,-0.7048771,0.03235264,0.0002813273
82.39807,0.0870211,1.477025,0.03006336,0.0002890708
44.58844,-3.635731,2.582083,0.01971535,0.0002495614
32.51495,0.8624907,-0.4059061,0.02445236,0.0003349639
58.77771,-0.6645091,2.775367,0.04058635,0.0004099631
62.32916,2.543438,-0.3376862,0.02878988,0.0002231774
49.1405,-2.99698,1.396638,0.02343294,0.0002693442
44.16486,1.690675,-1.230418,0.02990683,0.0003738353
60.62048,-0.2959588,0.5556322,0.03509672,0.0002580641
