time,alpha,beta,value,repro
12.99956,0.2925966,0.1745694,0.001876682,4.577273E-05
25.22445,0.05773083,2.475639,0.00342945,4.697877E-05
53.4686,-0.3088068,-0.6890786,0.00318876,4.195737E-05
45.57615,0.4848446,0.8616495,0.004982977,4.222862E-05
21.40793,-1.817531,0.5249686,0.001589404,4.295687E-05
23.27179,2.211258,-1.888878,0.003058111,4.189193E-05
62.48869,0.05618168,1.699513,0.004179677,4.264976E-05
9.687653,-0.3182043,-4.270038,0.001113692,4.28343E-05
16.49097,1.85024,1.7608,0.001919174,4.26483E-05
28.26031,-0.6491959,-1.296618,0.00287458,4.227323E-05
51.32159,-1.189025,1.856863,0.003564001,4.004496E-05
19.32343,2.196561,1.284201,0.00186214,4.330558E-05
16.3327,3.791543,0.8768281,0.0009434713,4.965638E-05
34.3045,-0.7243556,1.549599,0.002964904,4.706197E-05
43.62219,0.8598701,-0.5316812,0.005127093,4.237267E-05
19.69583,-0.005786684,-0.6518664,0.002176177,4.184956E-05
24.30783,-0.935657,-3.899742,0.002257325,4.259103E-05
42.88965,1.003449,0.6256911,0.004001236,3.739473E-05
