16,54
59,77
83,97
103,113
155,163
164,172
175,186
189,197
200,210
212,223
246,254
260,272
282,290
293,303
305,316
319,331
341,351
356,404
443,452
453,461
517,529
531,541
544,554
556,565
588,601
603,611
612,622
623,639
649,658
677,689
690,707
724,749
761,770
772,780
786,801
873,882
890,904
905,918
921,937
940,953
997,1031
1034,1095
1098,1113
1115,1124
1125,1134
1135,1145
1148,1158
1159,1171
1175,1190
1205,1252
1255,1263
1266,1274
1276,1304
1306,1320
1322,1343
1348,1356
1357,1370
1371,1416
1417,1427
1428,1445
1446,1455
1461,1471
1473,1485
1488,1496
1510,1523
1545,1553
1591,1602
1604,1618
1620,1651
1654,1665
1669,1681
