time,alpha,beta,value,repro
5.809084,-4.090298,-4.156986,0.0004938426,3.798789E-05
34.41714,-0.5739411,-4.09709,0.004062814,4.188468E-05
12.51425,0.3773867,2.410935,0.0008589203,3.734436E-05
22.24628,2.181745,0.1017461,0.00284766,4.314637E-05
10.91544,-1.150433,-3.325689,0.001525368,4.622327E-05
27.01527,-0.1565259,-0.9253911,0.002655932,4.283762E-05
6.639343,-4.920378,-0.187322,0.0009858587,4.929294E-05
38.84358,-0.6767256,-2.789962,0.003879651,3.879651E-05
21.80307,-2.334188,-0.7631292,0.002783987,4.639978E-05
28.97484,-1.047246,-4.038475,0.002663698,3.69958E-05
15.43329,-3.598791,-0.2646621,0.001507941,4.43512E-05
17.11171,-1.943336,-0.8740188,0.001468167,4.078241E-05
8.044647,1.076492,1.09794,0.0008763862,4.868813E-05
10.5072,1.398535,3.643811,0.00100055,4.350219E-05
17.59869,2.880472,-1.001199,0.001769477,3.764845E-05
18.88879,-0.7395348,0.5966874,0.002174672,3.507535E-05
8.692993,-0.02606683,-2.390126,0.001085968,4.022104E-05
34.62558,-1.657089,0.1202346,0.003591551,3.861882E-05
