p1,p2,p3,p4,p5,p6
0.0032071085984235986,1.1320823272920923,-0.012221984417680277,0.014556468605083351,0.038604803358858256,1.101015702758339
0.008034155783145596,1.2181627733778209,0.020746822839337677,-0.12693027600631557,-0.09146715400869913,1.0162874480203776
-0.0015070425640988407,1.1823541931246255,0.045504526119366,-0.014595431700406182,-0.06747103320872663,0.9395894036017846
0.015639577127320073,0.9073544081414758,-0.0013020746289987728,-0.07359081293717884,0.07833496052328288,1.1405247632117583
-0.0016278695592848607,1.039920137671341,-0.005680832454708587,-0.041460737643112935,0.019230375109000875,1.034253924168914
-0.019410433182994485,1.1211740043279939,-0.059711747119881524,-0.04442349065139504,0.022751385437463623,1.0362062677627664
0.0035480665568058192,1.2208456232807083,0.0029801344497663285,-0.01870311771443988,0.013827323525599986,1.2026890814943598
0.011184999630631366,1.1391274562339868,-0.12140098281437768,0.005702458957517616,-0.004123792646755306,0.7071559506465204
0.011874633956221833,1.1269785865921413,0.008739721701354005,0.01901031798639104,0.05867237943721422,1.131897151189164
0.012844702365777306,1.2569290554048935,-0.020315445626989167,-0.025091153341343726,-0.1599604978073937,1.2356896040680807
-0.01704390123087473,1.2499791760074008,0.021914372415265487,-0.052421740326005016,0.0925027354702291,1.1106166003205364
0.015757068282116815,1.155765318792804,-0.04723190968099604,0.04559877625688698,-0.06645202424267908,1.0747102740572365
0.0031220326504694538,1.254327502603404,-0.00864356691249594,-0.032397352922592396,-0.002356535163035479,1.1775176570393233
-0.011241726552022926,1.2414624208389535,-0.012904130514624435,-0.06647518760226995,0.03131437531296513,1.139016329641038
0.011111678905836357,1.0954782682173343,0.0054173419477853806,-0.02590663475152862,0.006391710135185527,1.158872565433766
0.0023572935646639557,1.1415367443632842,-0.027341505431539917,-0.06385391687585386,-0.013193763250927816,1.1267675170997444
0.006124484701314133,0.9277097296957674,0.010908233809482765,-0.053465153092815694,-0.068555546906409,1.037144483036894
-0.010544114660118094,1.2846587389652229,0.05236441033989294,-0.10680089215290989,0.05240746511999747,1.184918312831449
0.0036529572597063477,0.8896574147359386,-0.031463423425070636,-0.07999584830879947,-0.03335267259297142,0.9475670178986516
0.010516247808381934,1.045338690389455,0.008031877103970348,-0.03451105013698691,-0.004736730381472725,1.0608043548701858
0.0029438008889832506,1.2021868370771418,-0.0028229218545290273,-0.08147176585732303,0.015552283465346628,1.0346820563898877
0.0007694696739467704,1.1219646556254164,-0.016794293384037633,-0.050832078893449734,0.010161374008526987,1.1379603100917568
