time,alpha,beta,value,repro
163.5038,0.8666019,-0.6249656,0.09775521,0.0002801009
160.2107,-0.5606664,4.343854,0.08824597,0.0002471876
117.0472,-0.9696861,1.338059,0.07938001,0.0003100782
152.8412,4.17805,3.346293,0.2076297,0.0005832295
175.5672,-1.836387,-3.433598,0.1355719,0.0003975715
110.145,1.419453,0.3744853,0.05689621,0.0002370675
137.1983,0.03368154,0.5034354,0.09598878,0.000370613
118.9478,0.4091094,0.23241,0.07321622,0.0003554186
81.15332,-2.268684,-0.8880767,0.05525491,0.0002892927
130.7994,0.4340361,-0.8409984,0.06664952,0.0002860494
155.6953,-1.4491,1.911996,0.1056169,0.0004077872
85.96802,-3.534668,2.818105,0.03848393,0.0002237437
97.90491,0.7661373,0.5358201,0.07253754,0.0003777997
100.6886,-3.029462,4.881209,0.1140784,0.0005381054
116.6439,1.217552,0.3910067,0.05036071,0.0002353304
82.96765,-2.13906,1.075019,0.0466323,0.0002695509
83.10791,1.568292,-0.7566512,0.05611881,0.0003135129
113.3601,0.6944453,0.3461122,0.0537756,0.0002368969
