time,alpha,beta,value,repro
4.187944,-0.748392,-2.478996,0.000292418,3.655225E-05
21.08542,-0.2809945,-4.146127,0.002824738,4.093823E-05
5.615986,3.049347,-0.3396304,0.0003928699,3.273916E-05
10.19642,3.225319,0.6314652,0.001410338,4.029537E-05
5.23035,-2.350221,-0.9426967,0.0006564677,4.689055E-05
15.77874,-1.076774,-1.24732,0.001219666,3.934406E-05
4.300537,-4.998912,-0.650115,0.0005386131,4.488443E-05
21.61824,-0.6018898,-2.554646,0.002546965,3.859038E-05
13.42277,-3.421486,0.4152025,0.001670255,4.514203E-05
11.7916,-1.360781,-1.718489,0.001563117,3.81248E-05
8.616005,-3.217704,0.6079993,0.0007124251,4.452657E-05
7.8293,-2.281691,-0.3324939,0.0008610354,4.100169E-05
4.344086,1.118174,1.026214,0.0004861868,5.402076E-05
5.686279,-3.647677,3.212887,0.0005344507,4.453756E-05
12.72214,-1.555404,2.227293,0.001190623,3.840719E-05
11.12505,-0.8487299,0.4495571,0.001280599,3.658855E-05
4.349075,0.1500282,-2.927877,0.0003636584,3.030487E-05
24.06683,-2.642645,1.390001,0.001929277,3.782896E-05
