time,alpha,beta,value,repro
5.068667,0.5916114,2.702113,0.0005346066,4.112359E-05
8.566521,-1.123964,1.661084,0.0009672242,4.396474E-05
19.07267,0.750727,-1.418609,0.00128594,4.148195E-05
19.03202,-0.2294548,0.6767411,0.001779251,4.043752E-05
3.73838,-4.999878,2.393125,6.804588E-05,3.402294E-05
8.539001,-4.448131,-1.914635,0.000890801,4.241909E-05
16.18742,0.5263994,2.615301,0.001496488,4.156912E-05
6.781754,-1.5579,-1.229625,0.0004478199,3.444769E-05
6.361748,-3.302755,-2.515953,0.0005512988,4.24076E-05
10.94958,-2.625187,-1.483087,0.0009265069,4.632535E-05
19.56348,-0.7120495,2.038476,0.001369153,3.911867E-05
10.70284,-0.6857613,3.354229,0.000706383,3.717806E-05
8.914474,4.766081,0.7915996,0.0002495218,4.158697E-05
26.46965,2.466106,0.004337225,0.0006252202,4.168135E-05
16.68816,0.8602099,-0.536932,0.001464962,4.185606E-05
10.2272,1.216979,0.4752631,0.0007855022,4.363901E-05
21.42529,-4.991643,-3.145129,0.000637668,3.5426E-05
17.6071,2.073333,0.2757596,0.001518148,3.373663E-05
