time,alpha,beta,value,repro
150.1611,0.8522226,-0.699727,0.09777122,0.0002801467
152.6748,-0.7080126,1.154844,0.08897397,0.0002492268
113.6473,-0.9620871,1.339631,0.07933489,0.0003099019
172.5835,3.610895,3.156771,0.2076074,0.0005831669
172.9731,-2.643153,-1.173152,0.1287626,0.0003776031
99.83618,1.955725,0.1154715,0.05683681,0.00023682
141.3574,-0.1386828,0.6012205,0.09580771,0.0003699139
128.3652,0.1551621,-0.1510088,0.0730131,0.0003544325
80.0614,-2.268684,-0.8880767,0.05525782,0.000289308
132.3038,0.3759786,-0.8452741,0.06668501,0.0002862017
141.5886,-1.449006,1.909114,0.1056941,0.0004080852
84.45557,-3.492513,2.804071,0.03848996,0.0002237788
102.4237,0.763738,0.5367545,0.07232311,0.0003766829
102.1885,-3.029462,4.881209,0.1140003,0.0005377374
125.7167,2.159257,0.4987203,0.05042078,0.0002356111
85.75073,-2.139084,1.074457,0.04659562,0.0002693388
90.47913,1.58387,-0.7371888,0.05610763,0.0003134504
115.7424,0.6919438,0.3402226,0.05381448,0.0002370682
