time,alpha,beta,value,repro
25.93262,-1.065831,-0.3425421,0.00389596,4.86995E-05
46.83049,1.753101,0.868148,0.00731017,4.841172E-05
38.12393,-0.4393933,0.03407285,0.004936646,4.330391E-05
60.4604,0.5568265,0.2805829,0.007523332,4.348747E-05
25.7739,-1.053453,-1.11917,0.003664765,4.952385E-05
40.58994,2.23297,-1.267818,0.005339658,4.306176E-05
54.22217,0.1489244,0.5261199,0.00589347,4.46475E-05
16.91516,0.1373516,-2.18978,0.00238486,4.416408E-05
27.67068,1.949366,1.928728,0.004247882,4.882623E-05
45.93903,0.3189426,-0.8069263,0.00486877,4.308646E-05
62.45752,-1.190418,1.854593,0.005688883,4.213987E-05
33.06543,1.650099,1.11386,0.003030108,4.39146E-05
14.63489,0.8921275,-0.7524956,0.001809399,4.761575E-05
38.48239,0.9164752,0.1577928,0.004442961,4.777377E-05
53.26794,0.9014494,-0.2919379,0.007214124,4.268713E-05
33.86218,0.6653742,0.2444824,0.003593433,4.548649E-05
36.25842,0.2808779,-0.8811938,0.004588993,4.455333E-05
61.23053,0.9959128,0.6280758,0.006752762,4.019502E-05
