flag,xl,yl,zl,xr,yr,zr,xc,yc,zc,mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,ray_x,ray_y,ray_z,eye_x,eye_y,eye_z,time,frame
0,-0.6059093,0.3717974,7.961558,-1.168039,0.04172567,12.32038,-0.7081203,0.1956272,10.15836,-0.01974046,0.09599397,-0.9951863,0,-0.03409908,0.9947364,0.09662697,0,-0.9992236,-0.03584239,0.01636326,0,10.44642,1.509674,-28.81047,1,-0.01974047,-0.03409907,-0.9992232,0,0.09599396,0.9947364,-0.03584239,0,-0.9951861,0.09662697,0.01636324,0,-28.61048,1.638354,10.96385,1,0,0,0.01075095,0.04557456,0.998903,0.00255603,-0.002514397,-0.01845891,3.78,1
0,-0.7651882,2.549576,8.070565,-1.345873,2.29005,12.31553,-0.8971558,2.422866,10.21252,-0.01682281,0.01920789,-0.999674,0,-0.03103394,0.9993237,0.01972341,0,-0.9993768,-0.03135563,0.01621544,0,10.52811,-0.7519783,-28.81949,1,-0.01682292,-0.03103394,-0.9993767,0,0.01920788,0.9993237,-0.03135563,0,-0.999674,0.0197234,0.01621534,0,-28.61853,1.646617,10.96529,1,1,1,0.009340636,0.04806548,0.9988005,0.002553253,-0.002548645,-0.01844811,3.8,2
0,-0.7560806,2.463111,8.094204,-1.344563,2.288467,12.31012,-0.895731,2.378958,10.22198,-0.016801,0.01971617,-0.9996645,0,-0.0304731,0.999331,0.02022174,0,-0.9993945,-0.03080262,0.01618898,0,10.5278,-0.7433289,-28.8198,1,-0.01680103,-0.03047309,-0.9993943,0,0.01971617,0.9993311,-0.03080262,0,-0.9996643,0.02022175,0.01618894,0,-28.61859,1.646433,10.96509,1,1,1,0.009077903,0.04697455,0.9988548,0.002552262,-0.002548645,-0.01846587,3.82,3
0,-0.760561,2.556796,8.122735,-1.287697,2.329007,12.03497,-0.873188,2.446137,10.09429,-0.016608,0.02035506,-0.9996548,0,-0.03101978,0.999301,0.02086321,0,-0.9993807,-0.03135557,0.01596498,0,10.53409,-0.7187085,-28.81852,1,-0.01660801,-0.03101978,-0.9993808,0,0.02035506,0.9993011,-0.03135557,0,-0.9996549,0.02086321,0.01596498,0,-28.61899,1.646218,10.96511,1,1,1,0.01374945,0.05016195,0.9986465,0.002578148,-0.002548767,-0.01859754,3.84,4
0,-0.764246,2.619189,8.134695,-1.290369,2.32591,12.04833,-0.8783054,2.475552,10.10701,-0.01648843,0.02029671,-0.999658,0,-0.03206608,0.9992689,0.02081771,0,-0.9993498,-0.03239837,0.01582551,0,10.53876,-0.7089249,-28.81728,1,-0.0164884,-0.03206608,-0.9993498,0,0.02029671,0.9992689,-0.03239837,0,-0.9996579,0.02081771,0.01582554,0,-28.61927,1.646253,10.96499,1,1,1,0.01334672,0.05118175,0.9986001,0.002577979,-0.002558716,-0.01858621,3.88,5
0,-0.7610493,2.617823,8.165732,-1.290419,2.306768,12.05553,-0.8817139,2.464987,10.12645,-0.0166223,0.02055259,-0.9996506,0,-0.032287,0.9992563,0.02108135,0,-0.9993404,-0.03262614,0.01594639,0,10.53512,-0.6989959,-28.81902,1,-0.01662233,-0.032287,-0.9993404,0,0.02055259,0.9992563,-0.03262614,0,-0.9996506,0.02108135,0.01594636,0,-28.61947,1.646168,10.96493,1,1,1,0.01252076,0.05104998,0.9986176,0.002578721,-0.002575302,-0.01851812,3.92,6
0,-0.7647495,2.638345,8.144711,-1.337927,2.270933,12.28613,-0.9046936,2.456944,10.23461,-0.01708734,0.02127326,-0.9996278,0,-0.03202946,0.9992489,0.0218127,0,-0.999341,-0.03239026,0.01639318,0,10.52134,-0.680902,-28.82485,1,-0.01708739,-0.03202946,-0.9993407,0,0.02127325,0.9992489,-0.03239026,0,-0.9996276,0.0218127,0.01639313,0,-28.61985,1.646131,10.96488,1,1,1,0.008203129,0.05138151,0.9986454,0.00255867,-0.002643471,-0.01826208,3.96,7
0,-0.7636585,2.620444,8.14159,-1.332632,2.227196,12.27782,-0.9009075,2.425846,10.2286,-0.01697648,0.02339419,-0.9995822,0,-0.03189656,0.9992048,0.02392707,0,-0.999347,-0.03228943,0.01621675,0,10.52435,-0.6211358,-28.82499,1,-0.01697645,-0.03189657,-0.999347,0,0.02339419,0.9992048,-0.03228943,0,-0.9995821,0.02392707,0.01621678,0,-28.61975,1.64603,10.96487,1,1,1,0.008566409,0.05238425,0.9985902,0.002559478,-0.002647927,-0.0182544,4,8
0,-0.761364,2.63457,8.175762,-1.330896,2.196834,12.28093,-0.9042892,2.417294,10.2472,-0.01663899,0.02452363,-0.9995608,0,-0.03196174,0.9991753,0.02504621,0,-0.9993506,-0.03236445,0.01584148,0,10.53417,-0.5877726,-28.82216,1,-0.01663902,-0.03196175,-0.9993506,0,0.02452363,0.9991752,-0.03236445,0,-0.9995608,0.02504621,0.01584145,0,-28.61981,1.645864,10.96489,1,1,1,0.008245439,0.05319459,0.9985502,0.002559776,-0.0026511,-0.01824939,4.02,9
0,-0.7581158,2.641579,8.213934,-1.31295,2.219013,12.19068,-0.8995495,2.431909,10.22018,-0.01603603,0.02521287,-0.9995536,0,-0.0321567,0.9991519,0.02571863,0,-0.9993543,-0.03255476,0.0152117,0,10.55175,-0.565838,-28.81633,1,-0.01603606,-0.03215669,-0.9993541,0,0.02521286,0.9991519,-0.03255476,0,-0.9995533,0.02571863,0.01521167,0,-28.61998,1.645784,10.96486,1,1,1,0.009791704,0.05443801,0.9984691,0.002571503,-0.002593468,-0.01845836,4.04,10
