flag,xl,yl,zl,xr,yr,zr,xc,yc,zc,mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,ray_x,ray_y,ray_z,eye_x,eye_y,eye_z,time,frame
0,-0.5728245,1.341304,9.12146,-0.6027145,-0.2374979,7.888209,-0.5660782,0.5541174,8.505165,-0.1782674,0.03335936,-0.9834166,0,-0.03464067,0.9985929,0.04015361,0,-0.9833722,-0.04122428,0.1768609,0,5.993586,-0.1443204,-30.6833,1,-0.1782673,-0.03464067,-0.9833722,0,0.03335936,0.9985929,-0.04122428,0,-0.9834163,0.04015361,0.1768609,0,-29.10118,1.583784,11.31465,1,0,0,-0.07976248,0.001484544,0.9968128,0.001663011,-0.003109802,-0.01985848,3.78,1
0,-0.5651493,1.199572,9.137938,-0.6374626,-0.4411826,7.698869,-0.5612793,0.3805831,8.417158,-0.1744235,0.03387484,-0.984088,0,-0.03460236,0.9985799,0.04050675,0,-0.9840627,-0.04111708,0.1730037,0,6.113554,-0.1304297,-30.65978,1,-0.1744235,-0.03460235,-0.9840625,0,0.03387484,0.9985799,-0.04111708,0,-0.9840878,0.04050675,0.1730036,0,-29.10115,1.583716,11.31501,1,0,0,-0.07261551,-0.003910996,0.9973523,0.001633964,-0.003120308,-0.01978912,3.8,2
0,-0.598856,1.015848,8.53828,-0.6412334,-0.1947919,7.46746,-0.6049271,0.4115568,8.002664,-0.1575264,0.03523218,-0.9868862,0,-0.03121022,0.9986865,0.04063522,0,-0.9870216,-0.03720205,0.1562198,0,6.634875,-0.1354439,-30.55144,1,-0.1575263,-0.03121021,-0.9870213,0,0.03523217,0.9986864,-0.03720205,0,-0.9868859,0.04063521,0.1562198,0,-29.10085,1.583806,11.31646,1,1,1,-0.04117218,-0.001410035,0.9991511,0.001482346,-0.002942818,-0.02013928,3.84,3
0,-0.5902653,1.046413,8.648619,-0.6344719,-0.04545781,7.418118,-0.6087894,0.5019354,8.034854,-0.1523612,0.03433552,-0.9877284,0,-0.03001912,0.9987745,0.03935008,0,-0.987869,-0.03564615,0.1511437,0,6.793386,-0.1793215,-30.51647,1,-0.1523611,-0.03001911,-0.9878688,0,0.03433551,0.9987745,-0.03564615,0,-0.9877281,0.03935007,0.1511437,0,-29.10077,1.583859,11.31695,1,1,1,-0.03717633,0.0006128788,0.9993085,0.001438201,-0.002918488,-0.02019742,3.88,4
0,-0.6076164,1.104324,8.519692,-0.6227245,-0.07501059,7.559457,-0.6093445,0.51603,8.040294,-0.1473876,0.03209624,-0.9885579,0,-0.0283287,0.9989263,0.0366565,0,-0.9886731,-0.03340728,0.1463201,0,6.944991,-0.2701883,-30.48199,1,-0.1473876,-0.0283287,-0.9886729,0,0.03209623,0.9989263,-0.03340727,0,-0.9885579,0.0366565,0.1463201,0,-29.10093,1.584004,11.31743,1,1,1,-0.03239699,-0.001390515,0.999474,0.001386551,-0.002939492,-0.02010229,3.9,5
0,-0.6307392,1.338594,8.471193,-0.6100941,0.003484385,7.630241,-0.6204376,0.6730099,8.052055,-0.1443015,0.02849749,-0.9891234,0,-0.0278749,0.9990715,0.03285073,0,-0.9891412,-0.03231212,0.1433733,0,7.039868,-0.3879223,-30.45921,1,-0.1443016,-0.02787489,-0.9891409,0,0.02849749,0.9990715,-0.03231211,0,-0.9891233,0.03285072,0.1433731,0,-29.101,1.584405,11.31792,1,1,1,-0.02980069,0.0003331239,0.9995558,0.001349929,-0.002958252,-0.02006148,3.94,6
0,-0.5685692,1.060399,8.877735,-0.6210041,0.07361244,7.575686,-0.5947189,0.5681235,8.228264,-0.1428232,0.0264901,-0.9893937,0,-0.0279393,0.9991355,0.03078409,0,-0.9893539,-0.03203965,0.1419597,0,7.085531,-0.4498518,-30.44779,1,-0.1428232,-0.0279393,-0.9893538,0,0.0264901,0.9991355,-0.03203965,0,-0.9893936,0.03078409,0.1419596,0,-29.10096,1.584735,11.31804,1,1,1,-0.03438886,-0.005523835,0.9993933,0.001273887,-0.003009575,-0.01974295,3.96,7
0,-0.5671978,1.126167,8.943149,-0.6337566,0.1118518,7.477482,-0.6003933,0.6202266,8.21215,-0.1425202,0.02454375,-0.9894876,0,-0.02783396,0.9991978,0.02879366,0,-0.9894005,-0.03164503,0.1417227,0,7.094876,-0.5112684,-30.44475,1,-0.1425201,-0.02783396,-0.9894004,0,0.02454375,0.9991979,-0.03164504,0,-0.9894874,0.02879366,0.1417227,0,-29.10099,1.584953,11.31821,1,1,1,-0.03355416,-0.005683218,0.9994208,0.001263961,-0.003010445,-0.01974408,3.98,8
0,-0.5878963,1.180846,8.778046,-0.6487904,0.1212879,7.333752,-0.6182575,0.6523647,8.057741,-0.1425948,0.023719,-0.9894969,0,-0.0277777,0.9992232,0.02795514,0,-0.9893913,-0.0314722,0.1418252,0,7.09251,-0.5373313,-30.44489,1,-0.1425948,-0.02777769,-0.9893912,0,0.02371899,0.9992231,-0.0314722,0,-0.9894969,0.02795514,0.1418252,0,-29.10102,1.585018,11.31821,1,1,1,-0.02825274,-0.0052508,0.9995871,0.001244323,-0.003015709,-0.01974134,4,9
0,-0.5961971,1.19133,8.702812,-0.6591682,0.1441157,7.247347,-0.6275959,0.6689935,7.976927,-0.1434575,0.02225438,-0.9894063,0,-0.02760327,0.9992682,0.0264785,0,-0.9892715,-0.03110939,0.1427383,0,7.065768,-0.5842479,-30.4504,1,-0.1434576,-0.02760326,-0.9892714,0,0.02225438,0.9992682,-0.03110938,0,-0.9894061,0.0264785,0.1427382,0,-29.10117,1.585139,11.31822,1,1,1,-0.02631214,-0.006091652,0.9996352,0.001234031,-0.003017464,-0.01973628,4.02,10
