flag,xl,yl,zl,xr,yr,zr,xc,yc,zc,mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,ray_x,ray_y,ray_z,eye_x,eye_y,eye_z,time,frame
0,-0.7796879,1.740476,7.289383,-0.7023182,1.168932,7.618356,-0.7410755,1.455269,7.453601,-0.1207846,0.02034152,-0.9924703,0,0.009364221,0.9997689,0.01935147,0,-0.9926345,0.00695635,0.1209472,0,7.502536,-0.9962777,-29.76095,1,-0.1207847,0.009364221,-0.9926346,0,0.02034152,0.9997688,0.00695635,0,-0.9924703,0.01935147,0.1209472,0,-28.6104,1.50171,11.05371,1,0,0,0.007301089,0.01757802,0.9998189,0.001598724,0.0009831162,-0.02783247,4.06,1
0,-0.7145786,1.887079,8.059039,-0.6352367,1.315277,8.407661,-0.6749878,1.601782,8.233046,-0.09286904,0.01364141,-0.9955848,0,-0.003246521,0.9998967,0.01400333,0,-0.9956731,-0.004532663,0.09281516,0,8.339284,-1.063396,-29.53668,1,-0.09286903,-0.00324652,-0.9956729,0,0.01364141,0.9998966,-0.004532662,0,-0.9955848,0.01400333,0.09281515,0,-28.6173,1.503971,11.03983,1,0,0,0.007034407,0.01745621,0.9998229,0.001599143,0.000984726,-0.02783786,4.08,2
0,-0.7098675,1.830337,8.061903,-0.6318645,1.2782,8.412456,-0.6709404,1.554848,8.236878,-0.09341419,0.01509561,-0.9955131,0,-0.003447622,0.9998742,0.01548525,0,-0.9956216,-0.004878691,0.09335041,0,8.323561,-1.017745,-29.54261,1,-0.09341419,-0.003447619,-0.9956213,0,0.01509561,0.9998742,-0.004878693,0,-0.9955127,0.01548525,0.09335036,0,-28.61715,1.503788,11.03996,1,0.9568611,0.9467934,0.006347762,0.01727262,0.9998307,0.001599473,0.0009859238,-0.02783919,4.1,3
0,-0.705225,1.793205,8.079415,-0.6288242,1.271087,8.437445,-0.6670971,1.532691,8.258122,-0.09388256,0.01597624,-0.9954551,0,-0.003542634,0.9998596,0.01638103,0,-0.9955771,-0.005064424,0.0938127,0,8.30994,-0.9903855,-29.54739,1,-0.09388247,-0.003542632,-0.9955769,0,0.01597624,0.9998596,-0.005064426,0,-0.995455,0.01638103,0.09381276,0,-28.61712,1.503702,11.04009,1,0.9661272,0.9276357,0.005119588,0.01737877,0.9998359,0.001601509,0.0009898987,-0.02784321,4.12,4
0,-0.699131,1.795056,8.142109,-0.6293964,1.275759,8.435369,-0.6643295,1.53595,8.2885,-0.09442055,0.01659785,-0.9953941,0,-0.00369009,0.9998483,0.01702215,0,-0.9955255,-0.005280336,0.09434497,0,8.294374,-0.9700829,-29.55251,1,-0.09442054,-0.003690091,-0.9955255,0,0.01659784,0.9998482,-0.005280335,0,-0.995394,0.01702215,0.09434497,0,-28.61713,1.50359,11.04027,1,0.9628935,0.9391651,0.003500415,0.018134,0.9998294,0.001604684,0.0009902192,-0.02784527,4.14,5
0,-0.6986637,1.783015,8.137348,-0.6374226,1.376232,8.4336,-0.6680965,1.580013,8.285248,-0.09451294,0.01656197,-0.9953859,0,-0.003735398,0.9998487,0.01699091,0,-0.9955167,-0.005324022,0.09443676,0,8.291733,-0.9705766,-29.55339,1,-0.09451292,-0.003735397,-0.9955166,0,0.01656197,0.9998487,-0.005324022,0,-0.9953858,0.01699091,0.09443676,0,-28.61728,1.503542,11.04032,1,0.9628935,0.9391651,0.003530912,0.01967204,0.9998002,0.00160781,0.0009905243,-0.02784191,4.16,6
0,-0.6989689,1.789913,8.139691,-0.6368237,1.408069,8.464568,-0.6679516,1.599353,8.301876,-0.09477234,0.01688442,-0.9953558,0,-0.003533985,0.9998441,0.01729704,0,-0.9954928,-0.005156854,0.09469783,0,8.283895,-0.9631501,-29.5561,1,-0.09477227,-0.003533987,-0.9954927,0,0.01688442,0.9998441,-0.005156855,0,-0.9953557,0.01729704,0.0946979,0,-28.61749,1.503508,11.04049,1,0.9588215,0.9356096,0.002684812,0.02066336,0.9997829,0.001611862,0.0009893647,-0.02783004,4.18,7
0,-0.6232281,1.308018,8.522715,-0.5373421,0.7959932,8.984009,-0.5803738,1.052572,8.752918,-0.09507287,0.01637637,-0.9953357,0,-0.003788202,0.9998515,0.01681251,0,-0.9954633,-0.005368945,0.09499669,0,8.275538,-0.9753252,-29.5584,1,-0.09507282,-0.003788201,-0.995463,0,0.01637637,0.9998515,-0.005368946,0,-0.9953355,0.01681251,0.09499669,0,-28.61777,1.503481,11.04071,1,0.959795,0.9295051,-0.01378575,0.0006983548,0.9999047,0.001758011,0.0009246522,-0.02801687,4.2,8
0,-0.5832253,1.155029,8.804721,-0.53298,0.2984288,9.318949,-0.5244579,0.7265799,9.059044,-0.09554148,0.0159017,-0.9952986,0,-0.003888759,0.9998588,0.01634785,0,-0.995418,-0.005432373,0.09546614,0,8.261958,-0.9881943,-29.56198,1,-0.09554144,-0.003888759,-0.9954177,0,0.0159017,0.9998589,-0.005432374,0,-0.9952983,0.01634785,0.09546612,0,-28.61791,1.503458,11.0409,1,0.9491252,0.94741,-0.02517863,-0.01135058,0.9996185,0.001788551,0.0008400651,-0.02797209,4.22,9
0,-0.5372982,0.5876337,8.820841,-0.5108166,0.2045814,9.251657,-0.5010433,0.3954246,9.034391,-0.0959636,0.01562027,-0.9952622,0,-0.004007847,0.9998627,0.01607891,0,-0.9953768,-0.005531847,0.09588778,0,8.249827,-0.9950771,-29.56537,1,-0.09596356,-0.004007846,-0.9953767,0,0.01562027,0.9998627,-0.005531848,0,-0.9952624,0.01607891,0.09588782,0,-28.61807,1.503383,11.04114,1,0.9495849,0.9429331,-0.0247211,-0.02330931,0.9994227,0.001782784,0.0007033234,-0.02786319,4.24,10
