time,alpha,beta,value,repro
30.24731,-1.679749,-2.608178,0.004285794,4.559356E-05
106.5546,-2.30263,-0.9893729,0.01422695,4.45986E-05
97.63992,-3.207896,3.42929,0.01185196,4.294188E-05
73.3542,-2.025475,0.1981135,0.01098325,4.273636E-05
69.85535,-3.206571,-0.2809935,0.009567085,4.429206E-05
60.68509,0.7167278,-0.6510901,0.008033714,4.273252E-05
34.33963,-2.091666,0.5118912,0.004850529,4.75542E-05
69.92786,-3.279388,-0.9079396,0.007556602,4.040964E-05
61.46063,-2.849478,0.55679,0.007830351,4.606089E-05
59.29443,-2.927461,-3.585748,0.006582896,3.827265E-05
41.70709,-3.068861,0.8183395,0.00478826,4.604096E-05
48.8269,-2.286378,-0.3976679,0.005276017,4.187315E-05
25.47113,1.158341,0.9713404,0.003243489,4.383093E-05
36.00372,-3.180457,0.5674111,0.004565987,4.432997E-05
45.54956,0.1373784,1.059556,0.006259351,4.229291E-05
59.34119,-1.948262,-0.7198184,0.006155356,3.945741E-05
26.97748,-2.847274,-1.182632,0.003475293,4.238162E-05
82.68152,-3.123081,0.09459783,0.0092761,3.930551E-05
