2,16
17,26
27,37
112,120
177,186
467,480
513,521
536,546
576,584
586,594
597,605
616,624
625,634
635,643
644,654
656,669
670,684
691,705
710,718
719,728
730,741
744,757
758,786
796,804
840,848
859,867
870,878
888,896
909,917
918,927
932,943
949,960
982,992
993,1002
1021,1034
1043,1059
1080,1091
1150,1158
1178,1186
1412,1420
1476,1484
1512,1520
1615,1628
1681,1691
1752,1763
1768,1779
1811,1819
1884,1896
1910,1918
2176,2186
2190,2198
2203,2213
2230,2238
2283,2298
2312,2320
2321,2331
2354,2365
2377,2385
2395,2403
2406,2416
