time,alpha,beta,value,repro
17.24469,-0.09864385,0.1396936,0.002430881,4.586568E-05
51.99218,0.08076867,-0.5528597,0.005606827,4.711619E-05
38.29907,-0.7922273,0.01006257,0.004160458,4.245366E-05
59.85249,0.5711079,0.205749,0.006477949,4.261809E-05
22.51138,-0.4362344,-0.7925203,0.002507074,4.730329E-05
34.44841,2.22278,-1.64412,0.004235079,4.193147E-05
48.35541,0.1242692,-0.8268471,0.004826954,4.30978E-05
15.47821,0.473012,-4.263146,0.002004507,4.555698E-05
24.59683,-0.2933618,2.086962,0.00289015,4.446384E-05
45.82764,0.3568096,-0.8172263,0.004338176,4.381995E-05
54.62241,-1.190813,1.852662,0.004657889,4.085868E-05
24.01709,1.639824,1.120652,0.002321669,4.221216E-05
23.54709,2.335064,-0.881973,0.001369787,4.723405E-05
30.60516,-0.3594148,1.494791,0.003683856,4.663109E-05
53.95795,0.9062293,-0.2933434,0.006293176,4.195451E-05
48.56018,0.1301924,-0.2847817,0.002948699,4.212428E-05
33.38428,-0.5200089,-0.1390774,0.003599899,4.390121E-05
56.05597,1.093248,0.7192367,0.005582438,3.931294E-05
