time,alpha,beta,value,repro
88.71304,-1.857418,0.5689488,0.01036002,4.427358E-05
84.22189,-0.6673037,0.911547,0.01148386,4.7065E-05
57.37366,-1.096844,1.442242,0.006660695,4.325126E-05
122.5521,-0.1624918,1.107224,0.01262989,4.182082E-05
74.12201,-1.224486,0.5402593,0.008817403,4.568603E-05
52.0491,2.29236,-1.246224,0.006681314,4.149884E-05
92.8356,-2.165156,0.7817548,0.007822167,4.628501E-05
48.65228,-1.00036,0.9013705,0.005174876,4.620425E-05
31.93066,-1.608558,2.148225,0.00392101,4.455693E-05
71.29291,-1.596023,0.7663686,0.006895703,4.392168E-05
95.4184,-1.329176,1.203282,0.007934159,4.242866E-05
51.35272,-1.317542,1.201157,0.004512666,4.217445E-05
29.74915,-0.4303291,1.710615,0.003223444,4.81111E-05
48.00433,0.1081662,1.353611,0.005423335,4.557424E-05
74.17188,0.9752373,0.4310175,0.008312938,4.307222E-05
34.42102,-0.5567847,0.08942495,0.004082038,4.252122E-05
46.34021,-0.7102458,-0.2392801,0.005180542,4.504819E-05
69.54639,1.507669,0.5969413,0.006554426,3.901444E-05
