time,alpha,beta,value,repro
54.08297,3.977777,-2.554764,0.02852078,0.0002523963
137.2676,-0.3744574,1.617523,0.05314699,0.0002205269
88.7458,1.31149,4.998863,0.05255764,0.0002723194
113.9461,4.877439,-1.385069,0.08514059,0.0003325804
63.25964,-3.867506,-0.09016185,0.07402473,0.0004354396
114.8903,4.952139,-2.424309,0.05021321,0.0002118701
61.12543,-4.648503,3.683979,0.05264298,0.0003707252
109.6459,0.3771195,-4.999148,0.05298322,0.000226424
97.39789,-2.204946,1.428038,0.05363228,0.0002342021
75.59039,-2.990311,0.8531906,0.04686704,0.0002603724
58.36292,-2.98935,0.3152373,0.06352299,0.0004380896
70.68994,-3.60575,4.948454,0.04428066,0.0002750352
53.2135,0.2012249,-0.1317459,0.0431535,0.0002955719
75.57153,-4.502567,2.500169,0.09065398,0.0004672885
74.33044,0.3537753,1.670251,0.09202594,0.0004145312
90.78772,-1.30464,-0.1595248,0.04761498,0.0002154524
43.77722,-2.216985,-4.951398,0.02791366,0.0002180755
113.552,-3.238805,2.707893,0.05178323,0.0001917897
