time,alpha,beta,value,repro
24.36268,0.3074336,-3.007949,0.003461118,4.677186E-05
71.18106,-0.2344203,-2.553007,0.01099011,4.52268E-05
44.19992,-1.515316,2.208755,0.006220673,4.29012E-05
61.30786,-0.6657459,-2.339823,0.009834153,4.511079E-05
33.22067,-2.441558,-3.447549,0.004777618,4.383135E-05
57.39915,2.390148,-2.645864,0.006834551,4.325665E-05
20.77106,-1.018624,-0.627097,0.003611205,5.086205E-05
66.21198,0.4682486,-3.871571,0.007768725,3.983961E-05
67.50616,-1.246561,-1.020332,0.007418945,4.608041E-05
57.31094,-1.034185,-4.038598,0.005952242,3.840156E-05
25.71991,-3.333575,0.7963414,0.003533177,4.529714E-05
37.95337,-2.450075,-0.3769571,0.004562323,4.345069E-05
24.39203,0.03393308,-1.63637,0.003910186,4.887732E-05
31.2652,-0.5953736,0.004792623,0.004379668,4.423907E-05
48.60876,2.687792,-2.437347,0.006654024,4.377647E-05
49.93591,-0.9174773,-2.219834,0.005624893,4.017781E-05
26.63959,-0.7697462,-1.321938,0.003860406,4.337535E-05
81.03162,-1.705634,1.897485,0.009580622,4.059586E-05
