time,alpha,beta,value,repro
10.85951,2.99377,-4.942542,0.009180936,0.0003400347
37.97984,0.9265727,0.5124633,0.01599854,0.0002133139
20.96522,-4.242857,3.715492,0.01202816,0.0003007039
26.42399,3.54967,-1.270028,0.01157293,0.000275546
18.17791,-3.201991,-4.351662,0.01422187,0.0003160416
30.21031,4.555966,-1.01048,0.01208318,0.0001726168
16.15543,-4.964774,3.526286,0.01133811,0.0003149476
46.88234,-3.893888,-4.989231,0.01877328,0.0001771065
28.39635,-3.306574,1.1605,0.01328563,0.0001871215
22.82487,-2.92312,0.8913059,0.01054081,0.0002242725
18.72672,-4.83307,1.829628,0.009733261,0.0002949473
24.70636,-4.951262,-0.9805802,0.01230497,0.0002861622
13.72574,-4.999753,1.839226,0.01243901,0.0004607041
25.23837,-4.994845,4.33589,0.03213462,0.0005183003
32.78619,-0.2752227,3.894644,0.01453453,0.0002463481
31.1933,-3.092781,0.3591003,0.01135549,0.0001669925
13.86795,-2.310051,-4.9045,0.008749197,0.0002364648
44.62964,-2.744225,3.419981,0.01388645,0.0001757778
