time,alpha,beta,value,repro
21.42893,-0.4090645,4.518424,0.0001474209,2.948419E-05
8.47168,-0.7309034,3.121168,0.0009843211,4.474187E-05
11.20657,-1.629077,4.777654,0.0007925736,3.77416E-05
11.58405,1.516152,-0.02072453,0.001144987,4.08924E-05
3.011238,-4.999373,4.999931,9.609945E-05,4.804973E-05
5.246826,-4.500449,-1.932428,0.0005231497,4.755906E-05
5.887932,0.5993097,3.528451,0.0005574925,4.288404E-05
10.53624,-4.015169,3.829699,0.0002771161,3.463952E-05
9.822067,1.467459,-1.866323,0.0003580928,5.115612E-05
5.733765,-3.65262,-0.641657,0.0005626001,4.327693E-05
11.61289,-1.769789,2.330685,0.0005689431,3.792954E-05
6.48983,-0.1246723,3.828703,0.0002657476,3.796394E-05
6.341415,1.088781,1.889755,0.0002647317,4.412195E-05
11.20998,1.188809,-0.921402,0.0006213101,4.779308E-05
11.88647,-0.3123068,-0.3872118,0.001159362,3.997802E-05
11.78537,1.451597,0.9261181,0.0005524881,4.604068E-05
11.80357,-4.994123,-3.074489,0.0004909695,3.068559E-05
13.99182,4.274721,0.2155359,0.001106331,3.253916E-05
