time,alpha,beta,value,repro
34.21695,1.601837,-4.408606,0.005552262,4.705307E-05
118.9114,1.63601,-4.267197,0.01673703,4.560498E-05
91.01558,1.219171,1.537954,0.01452504,4.510882E-05
89.25885,2.483669,-3.292941,0.01305803,4.441505E-05
74.96884,0.9966297,-3.540332,0.01174601,4.500388E-05
70.93817,4.503881,-4.564529,0.009705384,4.431682E-05
37.16315,1.611022,-1.838407,0.005255384,4.73458E-05
75.9892,3.315891,-4.452404,0.009172636,4.094927E-05
53.35455,0.3751178,-1.97311,0.009274071,4.755934E-05
76.17072,1.268441,-4.078355,0.007750897,3.894923E-05
40.77051,1.723169,-2.730283,0.006063856,4.664504E-05
49.2876,0.2673077,-1.635943,0.006559636,4.34413E-05
34.82178,2.838512,-2.491659,0.004766352,4.672894E-05
32.23901,0.01884245,-3.532691,0.005080946,4.342689E-05
53.3288,3.768488,-2.459868,0.007983313,4.459951E-05
60.51099,0.6527003,-2.145301,0.007314239,4.109123E-05
28.802,0.6157622,-4.536467,0.00461683,4.355501E-05
93.54724,3.283169,-1.457094,0.01218558,4.158902E-05
