error
3.691087412385266
4.689340567194477
3.9339626358257593
2.755615982092663
3.9770553537548814
2.1123177682023218
4.353908912470779
4.008071808409712
4.473634205816127
3.676200969326479
4.009540596272049
2.803815723266137
5.071632597207051
4.638574694115979
3.44741824870863
3.150840408507741
3.797837098883762
4.329326224666843
