26,35
63,71
152,161
187,199
230,239
263,273
280,288
289,297
302,314
318,332
333,341
351,359
434,442
483,493
497,505
538,546
556,565
590,598
650,659
691,701
702,710
728,736
759,769
776,784
824,832
841,850
852,862
918,927
998,1008
1009,1017
1024,1032
1097,1115
1162,1174
1176,1184
1386,1394
1445,1454
1455,1472
1474,1482
1490,1507
1531,1541
1543,1554
1555,1565
1625,1633
1721,1729
1731,1739
1820,1832
1835,1850
2080,2088
2111,2124
2134,2147
2151,2161
2172,2180
2196,2208
2226,2236
2275,2283
2287,2298
2312,2321
2327,2335
2350,2359
2360,2369
2372,2382
