time,alpha,beta,value,repro
85.76588,2.305141,-2.562063,0.05358069,0.0002790661
243.8896,-0.6518043,1.009862,0.08645285,0.0002155931
207.1091,-1.050126,4.582175,0.1075866,0.000265646
179.4688,4.827325,-1.371077,0.1217648,0.0003363669
177.0915,-2.447096,-0.7995002,0.1405636,0.0003679676
154.7412,4.905065,-2.202802,0.07249833,0.0002237603
100.2885,1.742811,4.912951,0.09010969,0.0004250457
131.5204,-0.0006017743,-4.97851,0.06387296,0.000237446
125.8702,-2.522297,1.275486,0.06277949,0.0002258255
200.5511,-2.153597,1.029491,0.06149827,0.0002562428
110.5624,-3.09603,1.884277,0.1023682,0.0004412424
103.9756,-2.298952,4.881992,0.05615739,0.0002699874
99.54968,0.442527,-0.1539826,0.06408291,0.0003110821
110.1124,-2.001254,3.81644,0.1186919,0.0004884439
93.16577,0.03244082,1.769557,0.09250804,0.0004075244
129.0925,-1.855265,0.08455581,0.05854343,0.0002234482
64.82153,-1.744362,-0.2174794,0.03099577,0.0002152484
160.9434,-3.347484,1.779976,0.06438474,0.0001993335
