time,alpha,beta,value,repro
47.66948,2.349428,-2.617248,0.02647553,0.000259564
94.62542,0.6911316,-0.0288967,0.04713101,0.0002094712
81.79236,1.310642,4.998196,0.0487947,0.000269584
103.9575,4.856731,-1.384107,0.07641605,0.0003265643
59.6868,-4.256059,-2.040874,0.055668,0.0003662368
114.2882,4.998388,-2.397743,0.0473645,0.0002114487
54.9223,-4.726419,3.400055,0.0492383,0.0003758649
102.3807,0.4377142,-4.999329,0.05070585,0.0002273805
81.35883,-0.4294647,-1.105399,0.05041058,0.000229139
74.09961,-2.250895,-1.235197,0.0423277,0.0002504598
58.43085,-3.113373,1.981161,0.05914045,0.0004380774
66.57239,-2.154029,4.582371,0.04048644,0.0002831219
50.91919,0.1399834,-0.1262395,0.03868327,0.0002930551
74.04797,-4.310451,3.006055,0.08810269,0.0004686313
72.24841,0.3457711,1.672538,0.0861269,0.0004371924
84.01172,-1.343263,-0.1491581,0.04144245,0.0002021583
42.51233,-2.216835,-4.951757,0.02538718,0.000218855
112.5759,-3.298926,0.4006577,0.04844738,0.0001930175
