time,alpha,beta,value,repro
62.77752,0.8735994,-0.6281045,0.04404034,0.0003016462
93.41853,-0.709164,1.126045,0.06009166,0.0002861508
80.57265,-2.278229,0.9570639,0.06037836,0.0003064891
107.5638,4.999946,-3.938894,0.1116822,0.0005395276
58.06744,-0.3174804,-0.9609451,0.03723758,0.0003546436
78.26584,1.933446,0.1245784,0.04617258,0.0002509379
96.8002,-2.240846,0.9454665,0.06728017,0.0003822737
51.87909,-2.655563,-1.754397,0.03707642,0.0003783309
56.78656,-3.326807,1.65207,0.04576822,0.0002915173
87.15424,-3.217519,-0.7139356,0.04820113,0.0002852138
112.9073,-0.6470768,1.416833,0.04707826,0.0003269323
58.09949,-3.505479,2.875348,0.03051491,0.0002501222
51.05634,0.6593859,0.9120597,0.04041974,0.0003608905
79.75604,1.197086,2.723341,0.06649923,0.0004493191
97.53613,1.21213,0.3919205,0.04183986,0.0002261614
60.13342,-4.895733,3.685655,0.0344375,0.0002628817
67.75012,1.686755,-1.231178,0.041915,0.0003326587
92.34607,0.6888122,0.3360756,0.0466125,0.0002378189
