time,alpha,beta,value,repro
95.57291,2.424207,-2.394269,0.05359063,0.0002791178
237.0885,-0.7222653,0.9038937,0.08647931,0.0002156591
206.378,-1.022388,4.64637,0.1074896,0.0002654065
182.8956,4.112293,-1.155686,0.1216913,0.0003361639
181.1873,-2.488585,-0.7908918,0.1407786,0.0003685303
155.5378,4.95393,-1.105841,0.07246517,0.0002236579
105.7533,0.444495,4.855537,0.09000172,0.0004245364
131.016,-0.000531299,-4.999727,0.06387776,0.0002374638
134.0306,-2.513651,1.280062,0.06277549,0.0002258111
108.6792,-2.151909,1.03664,0.06145824,0.000256076
116.4781,-3.109064,1.17102,0.1024354,0.0004415319
94.33411,-3.603361,4.920019,0.05611889,0.0002698024
100.3489,0.5037221,-0.1253317,0.06407053,0.000311022
106.5278,-1.644779,3.575476,0.1185628,0.0004879127
101.958,2.643982,2.066694,0.09318535,0.0004105082
129.6296,-1.851955,0.09889934,0.05854562,0.0002234565
63.99243,-1.62167,-0.2062919,0.0309821,0.0002151535
171.7451,-3.542948,2.572063,0.06423074,0.0001988568
