time,alpha,beta,value,repro
15.23969,-0.09888524,0.1368677,0.002161399,4.598721E-05
30.32549,-0.2163447,-0.3793718,0.004143481,4.762622E-05
43.02652,-0.7970957,0.01123098,0.0036369,4.180345E-05
57.83868,0.5709227,0.2076331,0.005839713,4.231676E-05
20.9413,-0.4868907,0.381619,0.002012333,4.47185E-05
30.13834,2.221491,-1.681993,0.003628775,4.171006E-05
62.56326,0.137373,-0.9063799,0.004506673,4.292069E-05
13.48477,-1.13062,-1.466602,0.00155007,4.428772E-05
21.69052,1.878093,1.762158,0.002561333,4.493567E-05
41.47171,0.8928859,-0.9311395,0.003404909,4.256136E-05
49.35501,-1.189043,1.857205,0.004013184,4.095085E-05
19.93655,-1.470963,2.975226,0.002203928,4.158354E-05
15.22946,3.794691,0.8700448,0.0009848223,4.924111E-05
46.6517,-4.467154,1.304888,0.003165056,4.654494E-05
45.2731,0.9072371,-0.290339,0.005286768,4.195848E-05
23.10059,0.5804139,-0.4094536,0.002534885,4.296415E-05
33.47821,-0.7102645,-0.2413249,0.002840865,4.304341E-05
51.91656,1.097683,0.6318396,0.004743805,3.825649E-05
