time,alpha,beta,value,repro
32.84578,-3.480227,-1.927233,0.005585185,4.856683E-05
124.5336,-1.605686,0.5050822,0.01790475,4.626549E-05
107.4138,-3.1673,3.446236,0.01486467,4.531912E-05
92.50546,-1.437981,1.535467,0.01373216,4.487635E-05
93.54971,-3.314329,0.6341233,0.01217439,4.576838E-05
67.57571,-0.1200095,0.8221449,0.009286668,4.422223E-05
39.89459,-1.254383,2.787017,0.006361931,4.856436E-05
71.37927,2.050801,-0.502429,0.008727404,4.059258E-05
60.40192,-2.254281,1.826733,0.009456969,4.613155E-05
64.72327,-3.182112,0.9473962,0.007848582,3.984052E-05
48.09399,-3.234955,1.7395,0.006286081,4.656357E-05
51.12262,-1.431864,1.430342,0.006631555,4.278422E-05
34.5022,-1.411476,2.093823,0.00447118,4.609464E-05
42.05365,-1.994786,2.640662,0.005645434,4.376306E-05
53.84302,-1.792966,2.23268,0.007355936,4.327021E-05
52.59186,-1.390102,1.7407,0.007330525,4.118272E-05
33.91479,-0.6933534,1.190395,0.004519674,4.388034E-05
99.06189,-1.840663,1.958403,0.01229902,4.072523E-05
