time,alpha,beta,value,repro
4.734542,-0.7482113,-2.478704,0.0003412682,3.791869E-05
28.25572,-2.727012,-3.920173,0.003513763,4.285077E-05
6.777428,2.955133,-0.409206,0.0005361149,3.829392E-05
14.14724,2.997112,0.6121801,0.001647105,4.117762E-05
6.551147,-4.693873,-1.874109,0.0009899383,4.713992E-05
14.89471,-1.072519,-1.245741,0.001310791,3.972095E-05
5.096809,-4.647051,1.89855,0.0005943648,4.245463E-05
24.30962,0.9639807,-2.886801,0.002945367,3.825152E-05
13.4317,-2.20559,0.009410928,0.002073841,4.50835E-05
13.93683,-1.360074,-1.713441,0.001680981,3.909258E-05
7.689468,-3.377833,0.7962265,0.0008423169,4.433247E-05
11.43813,-2.692239,1.009356,0.001187265,4.240233E-05
5.326004,1.118265,1.027257,0.000658297,5.485809E-05
7.250595,-3.950165,3.319785,0.0007659091,4.255051E-05
13.23889,-1.56047,2.235611,0.0014547,4.040832E-05
12.72469,-4.050114,-1.04604,0.00140665,3.801757E-05
6.028351,-0.5598257,-3.219482,0.0005034143,2.96126E-05
26.30154,-2.661995,1.931495,0.002458271,3.964953E-05
