time,alpha,beta,value,repro
12.45443,-1.128583,-2.596284,0.00136874,3.910687E-05
52.30962,-0.9989787,-2.288239,0.007334587,4.239646E-05
21.0731,-0.6401989,1.752027,0.002388801,4.118623E-05
40.17546,-0.403478,-1.510381,0.006426533,4.371791E-05
21.60657,-4.307503,-2.629754,0.002830232,4.354203E-05
41.02441,4.109999,-4.953373,0.004619452,4.199502E-05
12.12274,-1.235939,0.3690301,0.001929848,4.824621E-05
43.64717,-0.1478735,-2.948099,0.004878526,3.966281E-05
40.18076,-2.333012,-0.7635849,0.005234585,4.591741E-05
42.30502,0.1237133,-3.775988,0.003922683,3.533948E-05
21.28293,-3.59541,-0.2647499,0.002324344,4.385554E-05
29.28934,-1.943106,-0.9296233,0.002921094,4.114217E-05
13.75873,1.258483,1.150871,0.001831884,4.46801E-05
21.20923,0.01538341,-1.421645,0.002845246,4.377301E-05
30.23416,2.724698,-2.177617,0.003633694,4.129197E-05
33.28958,-1.371781,-1.222496,0.003641211,3.753826E-05
15.53693,-2.729003,-3.743053,0.001997788,4.077119E-05
55.6687,-1.849522,-0.7949453,0.006298805,3.888151E-05
