75,83
85,95
99,108
109,119
225,237
241,250
254,266
295,303
346,358
407,415
511,521
529,565
574,583
588,600
603,615
664,674
700,712
750,758
776,785
793,806
817,850
852,867
869,879
886,897
934,949
951,959
993,1005
1021,1030
1040,1055
1058,1070
1072,1120
1121,1148
1173,1206
1217,1236
1250,1266
1279,1290
1382,1392
1408,1424
1425,1435
1460,1480
1496,1512
1516,1538
1539,1555
1585,1595
1599,1611
1617,1638
1641,1662
1670,1678
1680,1693
1696,1721
1775,1790
1854,1864
1912,1921
1931,1939
1964,1973
1976,1994
2047,2060
2062,2071
2074,2085
2117,2127
2128,2143
2144,2155
2160,2169
2202,2211
2234,2256
2259,2267
2300,2311
2322,2338
2341,2355
2395,2413
