error
2.1773865872734075
2.652112204346816
5.122446476354565
1.8182731551879825
5.511955532657952
3.851736052543668
1.4554940495903441
4.204678344027823
2.5108665545104234
4.088403193622103
2.6530732052981056
2.3801867613948584
1.635272043866861
1.450320231549397
3.7252120599220406
1.9245340389885546
1.7574077190353503
2.320916136293947
