flag,xl,yl,zl,xr,yr,zr,xc,yc,zc,mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,ray_x,ray_y,ray_z,eye_x,eye_y,eye_z,time,frame
0,-3,1.148122,6.062885,-3,1.238842,6.577661,-3,1.193686,6.32129,-0.06176043,0.0801537,-0.9948675,0,0.001425166,0.9967762,0.08021902,0,-0.9980901,-0.0035365,0.06167555,0,6.021633,-0.9695285,-7.325762,1,-0.06176041,0.001425174,-0.99809,0,0.08015368,0.9967762,-0.003536509,0,-0.9948673,0.08021901,0.06167554,0,-6.838551,1.545486,6.458523,1,0,0,-0.02621526,-0.01086102,0.9995973,0.001191796,-0.0003335953,-0.02586648,2.64,1
0,-3,1.14882,6.066467,-3,1.242783,6.579108,-3,1.196012,6.323793,-0.06110227,0.08006076,-0.9949154,0,0.001578607,0.9967844,0.0801142,0,-0.9981303,-0.003324583,0.06103218,0,6.026159,-0.9715368,-7.32162,1,-0.06110227,0.001578604,-0.9981303,0,0.08006074,0.9967844,-0.003324579,0,-0.9949154,0.08011421,0.06103218,0,-6.838399,1.545465,6.458516,1,0,0,-0.02622217,-0.01036402,0.9996024,0.001191376,-0.0003388443,-0.02585548,2.66,2
0,-3,1.147854,6.07153,-3,1.23717,6.586956,-3,1.192705,6.330225,-0.0592761,0.08024547,-0.9950111,0,0.001791582,0.9967707,0.08028065,0,-0.99824,-0.002976075,0.05922842,0,6.03891,-0.9727287,-7.309794,1,-0.05927607,0.001791585,-0.99824,0,0.08024548,0.9967707,-0.002976081,0,-0.995011,0.08028065,0.05922845,0,-6.837306,1.545603,6.458334,1,1,1,-0.0261237,-0.01110579,0.9995971,0.001190941,-0.0003433228,-0.02584444,2.7,3
0,-3,1.146186,6.076228,-3,1.236982,6.590805,-3,1.191778,6.334482,-0.05816197,0.08017011,-0.9950829,0,0.00112455,0.9967749,0.0802407,0,-0.9983066,-0.003547929,0.05806458,0,6.047851,-0.9695862,-7.302292,1,-0.058162,0.00112456,-0.9983065,0,0.08017012,0.9967749,-0.003547937,0,-0.9950829,0.0802407,0.05806455,0,-6.836899,1.545599,6.458174,1,1,1,-0.02609343,-0.01141143,0.9995944,0.00118988,-0.0003485642,-0.02581955,2.72,4
0,-3,1.326971,6.042562,-3,1.309969,6.590329,-3,1.318439,6.317374,-0.05753541,0.07940233,-0.9951808,0,0.001049701,0.9968364,0.07947373,0,-0.9983429,-0.003527913,0.0574367,0,6.052418,-0.9750463,-7.297536,1,-0.05753537,0.001049696,-0.9983429,0,0.07940233,0.9968364,-0.003527911,0,-0.9951809,0.07947373,0.05743674,0,-6.83672,1.545571,6.458095,1,1,1,-0.02108816,0.02040863,0.9995692,0.001140373,-0.0002795563,-0.02522743,2.74,5
0,-3,1.46178,6.056742,-3,1.479785,6.605284,-3,1.47082,6.331972,-0.05683458,0.07842162,-0.9952989,0,0.001332439,0.9969153,0.0784729,0,-0.9983827,-0.003133796,0.05676377,0,6.056991,-0.9844553,-7.292231,1,-0.05683459,0.001332443,-0.9983827,0,0.07842163,0.9969154,-0.003133798,0,-0.9952989,0.07847291,0.05676375,0,-6.836501,1.545591,6.458044,1,1,1,-0.02416085,0.05865377,0.997986,0.001096214,4.516603E-05,-0.02534707,2.76,6
0,-3,1.245916,6.24115,-3,1.245916,6.24115,-3,1.245916,6.24115,-0.05629861,0.07773553,-0.9953833,0,0.00161536,0.9969702,0.0777681,0,-0.9984127,-0.002770334,0.05625355,0,6.060336,-0.991644,-7.288065,1,-0.05629855,0.001615355,-0.9984126,0,0.07773553,0.9969702,-0.002770333,0,-0.9953831,0.07776809,0.0562536,0,-6.836143,1.545629,6.457948,1,0.9148465,0.9762207,0,0,1,0,0,0,2.8,7
0,-3,1.247763,6.243919,-3,1.247763,6.243919,-3,1.247763,6.243919,-0.05556083,0.0772444,-0.9954628,0,0.001317535,0.9970077,0.07729074,0,-0.9984544,-0.002982788,0.05549634,0,6.065942,-0.9936722,-7.282833,1,-0.05556082,0.001317527,-0.9984545,0,0.07724439,0.9970077,-0.002982781,0,-0.9954629,0.07729074,0.05549635,0,-6.836005,1.545602,6.457774,1,0.8018013,0.8514409,0,0,1,0,0,0,2.82,8
0,-3,1.250052,6.245923,-3,1.250052,6.245923,-3,1.250052,6.245923,-0.05499804,0.07664804,-0.9955403,0,0.001505967,0.9970545,0.07668143,0,-0.9984853,-0.002718076,0.05495143,0,6.069586,-0.9994492,-7.27904,1,-0.054998,0.001505965,-0.9984854,0,0.07664803,0.9970545,-0.002718077,0,-0.9955401,0.07668143,0.05495147,0,-6.836156,1.545532,6.45767,1,0.0681043,0.1117309,0,0,1,0,0,0,2.84,9
0,-3,1.249382,6.248302,-3,1.249382,6.248302,-3,1.249382,6.248302,-0.05439258,0.07675901,-0.995565,0,0.001007628,0.9970446,0.07681805,0,-0.9985192,-0.003175162,0.05430913,0,6.074613,-0.9955732,-7.275629,1,-0.05439252,0.001007635,-0.998519,0,0.076759,0.9970446,-0.003175172,0,-0.9955648,0.07681803,0.05430916,0,-6.836527,1.545409,6.457588,1,0.05413686,0.09774146,0,0,1,0,0,0,2.86,10
0,-3,1.248607,6.249084,-3,1.248607,6.249084,-3,1.248607,6.249084,-0.05421495,0.07692888,-0.9955615,0,0.0006272234,0.9970303,0.07700823,0,-0.9985291,-0.003550552,0.05410218,0,6.076465,-0.9919241,-7.274632,1,-0.05421493,0.0006272275,-0.9985291,0,0.07692888,0.9970303,-0.003550558,0,-0.9955614,0.07700822,0.0541022,0,-6.836599,1.545373,6.457579,1,0.1447095,0.1354896,0,0,1,0,0,0,2.88,11
0,-3,1.24544,6.249885,-3,1.24544,6.249885,-3,1.24544,6.249885,-0.05404317,0.07764575,-0.9955152,0,-0.0002203807,0.9969712,0.07777128,0,-0.9985386,-0.004422404,0.05386233,0,6.078897,-0.9810913,-7.2742,1,-0.05404313,-0.0002203891,-0.9985386,0,0.07764575,0.9969712,-0.0044224,0,-0.9955152,0.07777128,0.05386238,0,-6.836876,1.545183,6.457479,1,0.2745045,0.2067876,0,0,1,0,0,0,2.9,12
0,-3,1.24136,6.250597,-3,1.24136,6.250597,-3,1.24136,6.250597,-0.05386591,0.07862645,-0.9954478,0,-0.0008781441,0.996891,0.07878796,0,-0.9985479,-0.005118132,0.0536294,0,6.081012,-0.9696302,-7.273969,1,-0.05386591,-0.0008781435,-0.9985477,0,0.07862644,0.9968909,-0.005118131,0,-0.9954478,0.07878796,0.05362939,0,-6.837059,1.545057,6.457317,1,0.7043652,0.6180822,0,0,1,0,0,0,2.92,13
0,-3,1.236397,6.250237,-3,1.236397,6.250237,-3,1.236397,6.250237,-0.05395365,0.07984643,-0.995346,0,-0.001178734,0.9967921,0.08002634,0,-0.9985428,-0.005490951,0.05368638,0,6.080725,-0.9585718,-7.275661,1,-0.05395357,-0.00117873,-0.9985427,0,0.07984643,0.9967921,-0.00549096,0,-0.9953459,0.08002633,0.05368644,0,-6.837184,1.544909,6.457204,1,0.7785081,0.6974933,0,0,1,0,0,0,2.94,14
0,-3,0.8865763,6.230176,-3,0.871829,6.558386,-3,0.8791862,6.394584,-0.05435455,0.08124101,-0.9952114,0,-0.001771148,0.9966753,0.08145726,0,-0.9985203,-0.006190233,0.05402994,0,6.078537,-0.9441491,-7.279392,1,-0.05435453,-0.001771143,-0.99852,0,0.08124101,0.9966753,-0.006190238,0,-0.9952111,0.08145725,0.05402993,0,-6.837432,1.544735,6.457001,1,0.8683336,0.8159516,-0.03732611,-0.0894204,0.9952943,0.001303948,-0.0005095596,-0.02664346,2.96,15
