time,alpha,beta,value,repro
1.910118,-3.174502,-3.363482,2.074557E-05,2.074557E-05
15.46393,-4.42257,-3.459326,0.001194309,3.98103E-05
4.437305,4.974149,0.3677458,0.0002011947,3.353245E-05
8.649986,3.891679,1.296054,0.0007566856,4.451092E-05
4.013062,-0.4385783,-3.277255,0.0003686095,4.607619E-05
11.30494,0.2141029,-4.47871,0.0006741398,3.965528E-05
3.684883,-4.499375,2.508404,0.0002247406,3.745676E-05
19.69044,-0.4695956,-2.414955,0.001642105,4.005133E-05
7.528954,-3.787165,0.527981,0.0006833362,4.270851E-05
7.834869,-4.847891,-2.115516,0.0007137365,3.756508E-05
4.744308,-3.626113,-2.212968,0.0002329525,3.882541E-05
4.498001,1.37193,-0.5107521,0.0001369665,2.73933E-05
2.133064,-4.999957,4.998375,0.0001109414,5.547069E-05
3.171654,-4.998774,2.442603,0.000151379,3.027581E-05
9.27597,3.95187,-1.257488,0.0007086839,3.937133E-05
7.253105,-1.459379,0.2787114,0.0005363476,3.352172E-05
5.252701,0.2977997,-3.020986,0.0002373798,2.637554E-05
8.916061,-4.572232,2.256558,0.0007324555,3.855029E-05
