time,alpha,beta,value,repro
31.95917,-1.142222,-0.3557363,0.004812696,4.910914E-05
69.87341,0.4237433,-0.2674676,0.009759553,4.807661E-05
51.09723,-3.082308,-0.006800341,0.006334221,4.338508E-05
74.51297,0.5337605,-0.1468986,0.01004463,4.32958E-05
29.65172,0.2472083,-0.6387772,0.004260691,4.841695E-05
47.77673,2.218722,-1.666746,0.006791,4.298101E-05
60.59213,0.1221104,0.5212504,0.006841827,4.501202E-05
22.69061,-0.2253708,-1.499333,0.003105091,4.500132E-05
34.42398,1.949671,1.928269,0.005244957,4.856442E-05
53.5704,0.3143921,-0.7982753,0.006170868,4.376502E-05
72.17252,-1.190256,1.855085,0.006559957,4.287554E-05
58.48865,1.42626,1.417726,0.0043348,4.334801E-05
29.98132,0.6966856,-0.7091762,0.002313615,4.721662E-05
41.30194,0.7564841,0.1971305,0.005386767,4.809614E-05
73.85461,0.8795772,-0.2926457,0.008890852,4.295098E-05
44.39081,0.7045811,0.2348349,0.004372565,4.507798E-05
39.27289,2.059029,-3.7229,0.005195552,4.478924E-05
70.1156,1.623058,0.5075791,0.008104822,4.072775E-05
