1,11
13,31
196,204
343,351
386,394
404,414
446,455
466,475
478,486
537,548
549,557
558,567
611,619
635,645
667,676
781,790
810,821
877,886
910,922
944,954
1122,1134
1149,1166
1226,1235
1244,1257
1260,1272
1273,1282
1284,1295
1314,1324
1330,1338
1344,1353
1354,1362
1365,1376
1396,1404
1415,1423
1433,1441
1444,1452
1457,1470
1471,1480
1484,1492
1520,1528
1529,1537
1538,1550
1636,1647
1699,1707
1713,1722
2117,2126
2147,2155
2207,2218
2229,2240
2253,2264
2265,2274
2317,2325
2326,2334
2348,2357
2370,2378
2392,2408
2479,2488
2489,2497
2498,2510
2511,2526
2527,2535
2586,2594
2596,2605
2628,2640
2641,2653
2665,2677
2682,2690
2691,2700
2750,2760
2801,2809
2812,2825
2826,2837
2972,2981
3001,3010
3093,3102
3110,3118
3141,3150
3240,3248
3254,3267
3268,3279
3281,3289
3313,3324
3327,3336
3397,3405
3417,3425
3455,3463
3515,3525
3527,3535
3592,3603
3636,3646
3677,3687
3732,3740
4108,4118
4225,4235
4236,4244
4250,4259
4276,4285
4308,4316
4317,4325
4354,4364
4365,4373
4418,4430
4478,4494
