2,13
28,39
43,53
96,104
207,215
287,295
346,354
438,446
457,466
471,479
486,497
509,517
518,527
539,547
551,563
583,592
596,604
618,627
643,652
653,663
731,739
760,770
772,785
836,853
874,884
887,896
897,906
910,920
942,951
956,964
977,986
996,1007
1030,1038
1082,1090
1099,1108
1275,1284
1287,1295
1331,1340
1409,1419
1426,1436
1438,1446
1454,1468
1479,1489
1524,1535
1547,1555
1558,1567
1620,1628
1632,1641
1770,1778
1780,1794
1812,1821
1825,1834
1854,1862
1945,1954
2015,2025
2030,2038
2039,2048
2052,2065
2079,2087
2095,2104
2177,2185
2198,2209
2252,2267
2268,2282
2301,2309
2319,2328
2499,2508
2509,2517
2518,2527
2529,2538
2542,2550
2564,2573
2579,2588
2600,2612
2618,2627
2650,2659
2684,2692
2830,2840
2898,2907
2933,2941
2965,2974
3052,3061
3152,3162
3249,3259
3305,3318
3422,3435
3456,3466
3480,3492
3495,3503
3504,3516
3517,3527
3532,3541
3624,3632
3662,3670
3715,3726
3764,3774
3778,3786
3845,3853
3876,3884
3968,3976
4048,4060
4165,4173
4324,4332
4338,4348
4349,4358
4403,4411
4475,4483
4507,4515
4519,4527
4528,4537
4539,4548
4559,4568
4572,4582
4601,4611
4614,4623
4639,4647
4911,4920
4924,4933
5002,5010
5014,5022
5023,5032
5114,5124
5128,5136
5188,5197
5204,5213
5215,5224
5232,5240
5312,5323
5428,5437
