mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,eye_x,eye_y,eye_z,time,frame,ray_x,ray_y,ray_z,base_x,base_y,base_z
-0.005782008,-0.0167608,-0.9998428,0,0.05095379,0.9985557,-0.01703388,0,-0.9986842,0.05104428,0.004919648,0,6.217855,-2.032462,-6.819582,1,-0.005782025,0.0509538,-0.9986843,0,-0.0167608,0.9985557,0.05104428,0,-0.9998428,-0.01703389,0.004919631,0,-6.816625,1.596539,6.346971,1,0.0,0.0,-0.0002410356,-0.00363794,-0.01913382,2.58,1,0.012305606864334682,-0.043529327608185425,0.9989763609203571,0.012305606864334682,-0.043529327608185425,0.9989763609203571
-0.03832901,0.01283112,-0.9991829,0,0.0321973,0.9994142,0.011599,0,-0.9987465,0.03172641,0.03871977,0,6.009271,-1.705548,-7.039339,1,-0.03832909,0.0321973,-0.9987462,0,0.01283113,0.9994143,0.03172641,0,-0.9991827,0.01159899,0.03871967,0,-6.781372,1.592716,6.328408,1,1.0,1.0,-0.0002394188,-0.003643311,-0.01912313,2.6,2,0.011879184868118007,-0.043648631746790095,0.998976316993302,0.011879184868118007,-0.043648631746790095,0.998976316993302
-0.03911567,0.0125437,-0.9991561,0,0.0320427,0.9994227,0.01129261,0,-0.9987209,0.03157393,0.03949499,0,6.004205,-1.706623,-7.043015,1,-0.03911563,0.03204269,-0.9987206,0,0.01254369,0.9994227,0.03157393,0,-0.9991558,0.01129261,0.03949501,0,-6.780803,1.59278,6.328572,1,1.0,1.0,-0.0002364945,-0.003643456,-0.01911974,2.62,3,0.011593917664274114,-0.04428519401001281,0.9989516518153867,0.011593917664274114,-0.04428519401001281,0.9989516518153867
-0.03977883,0.01270792,-0.9991277,0,0.03218748,0.9994165,0.01143009,0,-0.9986899,0.03170473,0.04016471,0,5.999429,-1.706338,-7.046776,1,-0.03977889,0.03218748,-0.9986899,0,0.01270792,0.9994165,0.03170473,0,-0.9991277,0.01143009,0.04016465,0,-6.780294,1.592781,6.3287,1,1.0,1.0,-0.000232948,-0.003647461,-0.01911255,2.64,4,0.012222108028187751,-0.04447313928397127,0.9989358137325821,0.012222108028187751,-0.04447313928397127,0.9989358137325821
-0.04091823,0.01305872,-0.9990772,0,0.03167356,0.999429,0.01176609,0,-0.9986604,0.03116289,0.04130852,0,5.992529,-1.70054,-7.053805,1,-0.04091826,0.03167356,-0.9986602,0,0.01305872,0.999429,0.03116288,0,-0.999077,0.01176609,0.04130848,0,-6.779884,1.59276,6.328876,1,1.0,1.0,-0.000230575,-0.003650307,-0.01910215,2.66,5,0.011854556477470678,-0.04456502002189464,0.9989361483504192,0.011854556477470678,-0.04456502002189464,0.9989361483504192
-0.04194236,0.01323562,-0.9990323,0,0.03136323,0.9994369,0.01192425,0,-0.9986276,0.03083275,0.04233384,0,5.985951,-1.697165,-7.059944,1,-0.04194235,0.03136323,-0.9986277,0,0.01323562,0.9994369,0.03083275,0,-0.9990324,0.01192426,0.04233385,0,-6.779585,1.592655,6.328939,1,1.0,1.0,-0.0002292711,-0.003657486,-0.01908887,2.68,6,0.009761572185134711,-0.04431908272172708,0.998969734584176,0.009761572185134711,-0.04431908272172708,0.998969734584176
-0.04290283,0.01341488,-0.9989892,0,0.03177789,0.9994223,0.01205596,0,-0.9985737,0.03122853,0.04330432,0,5.978714,-1.698422,-7.065802,1,-0.04290282,0.03177789,-0.9985738,0,0.01341488,0.9994223,0.03122853,0,-0.9989892,0.01205596,0.04330434,0,-6.779372,1.592635,6.329206,1,1.0,1.0,-0.0002244115,-0.003667008,-0.01907655,2.7,7,0.00984216398991685,-0.04471678212239395,0.9989512206332269,0.00984216398991685,-0.04471678212239395,0.9989512206332269
-0.04380274,0.01336537,-0.9989508,0,0.03257568,0.9993979,0.01194295,0,-0.998509,0.03201837,0.04421175,0,5.971129,-1.703729,-7.070686,1,-0.04380272,0.03257568,-0.9985089,0,0.01336537,0.9993979,0.03201837,0,-0.9989507,0.01194295,0.04421175,0,-6.778944,1.592634,6.329384,1,1.0,1.0,-0.0002220087,-0.003677101,-0.01906347,2.72,8,0.009008966402332732,-0.04446363681980818,0.9989703817056429,0.009008966402332732,-0.04446363681980818,0.9989703817056429
-0.04420638,0.01335229,-0.9989333,0,0.03310702,0.9993811,0.01189317,0,-0.9984738,0.03254595,0.04462099,0,5.967503,-1.707149,-7.072564,1,-0.04420629,0.03310701,-0.9984736,0,0.01335229,0.999381,0.03254594,0,-0.9989331,0.01189317,0.04462107,0,-6.778423,1.592641,6.32954,1,1.0,1.0,-0.0002191551,-0.003682007,-0.01905709,2.74,9,0.008582442290675302,-0.04406089690653865,0.9989919814733843,0.008582442290675302,-0.04406089690653865,0.9989919814733843
-0.04413009,0.01344994,-0.9989353,0,0.03335506,0.9993717,0.01198229,0,-0.9984689,0.03279077,0.04455101,0,5.967702,-1.708033,-7.072058,1,-0.04413011,0.03335506,-0.9984687,0,0.01344995,0.9993718,0.03279077,0,-0.9989352,0.01198229,0.04455097,0,-6.7782,1.592646,6.329639,1,1.0,1.0,-0.0002162643,-0.003685379,-0.01904638,2.76,10,0.009090463440943893,-0.04473395022090297,0.9989575752613635,0.009090463440943893,-0.04473395022090297,0.9989575752613635
-0.04387724,0.01378537,-0.9989419,0,0.03383923,0.9993516,0.01230469,0,-0.9984637,0.03326352,0.04431522,0,5.968877,-1.708656,-7.070817,1,-0.04387718,0.03383922,-0.9984636,0,0.01378537,0.9993515,0.03326352,0,-0.9989417,0.01230468,0.04431527,0,-6.777882,1.59257,6.329888,1,1.0,1.0,-0.0002048332,-0.003687714,-0.01903498,2.78,11,0.007507029477207622,-0.04549916915597237,0.9989361691892755,0.007507029477207622,-0.04549916915597237,0.9989361691892755
-0.04281211,0.01426131,-0.9989814,0,0.03458256,0.9993201,0.01278409,0,-0.9984846,0.03400002,0.04327619,0,5.975148,-1.710003,-7.064892,1,-0.04281211,0.03458256,-0.9984844,0,0.01426131,0.9993201,0.03400002,0,-0.9989812,0.01278408,0.04327619,0,-6.777499,1.592523,6.329974,1,1.0,1.0,-0.0001982879,-0.003688172,-0.01903433,2.8,12,0.008359606151024426,-0.04522995135637473,0.9989416241629437,0.008359606151024426,-0.04522995135637473,0.9989416241629437
-0.04163551,0.01474471,-0.999024,0,0.03462586,0.9993117,0.01330588,0,-0.9985327,0.03403807,0.04211748,0,5.9835,-1.706956,-7.058144,1,-0.04163559,0.03462587,-0.9985328,0,0.01474471,0.9993117,0.03403807,0,-0.9990241,0.01330589,0.04211741,0,-6.776961,1.592512,6.330093,1,1.0,1.0,-0.0001908634,-0.003691826,-0.01902726,2.82,13,0.008800254395372112,-0.0459441722196835,0.9989052450365975,0.008800254395372112,-0.0459441722196835,0.9989052450365975
-0.04056644,0.0150677,-0.9990632,0,0.03461765,0.9993072,0.01366575,0,-0.9985769,0.03403085,0.04105997,0,5.991248,-1.704709,-7.051903,1,-0.04056647,0.03461765,-0.998577,0,0.0150677,0.9993071,0.03403085,0,-0.9990633,0.01366574,0.04105995,0,-6.776567,1.592495,6.330286,1,1.0,1.0,-0.0001800396,-0.003695229,-0.01902577,2.84,14,0.009959873312833163,-0.0459378060904259,0.9988946485466776,0.009959873312833163,-0.0459378060904259,0.9988946485466776
-0.0397414,0.01604377,-0.9990811,0,0.0351252,0.9992756,0.01464969,0,-0.9985924,0.03451073,0.04027617,0,5.996312,-1.700903,-7.048109,1,-0.03974142,0.03512521,-0.9985926,0,0.01604378,0.9992756,0.03451073,0,-0.9990813,0.01464969,0.04027615,0,-6.776042,1.592301,6.330443,1,1.0,1.0,-0.0001800396,-0.00369336,-0.01903019,2.88,15,0.01049735756111111,-0.04703409227994556,0.9988381248468822,0.01049735756111111,-0.04703409227994556,0.9988381248468822
-0.04013038,0.01730503,-0.9990447,0,0.03517839,0.9992546,0.01589559,0,-0.9985751,0.03450688,0.04070926,0,5.993555,-1.692181,-7.052307,1,-0.04013041,0.03517839,-0.998575,0,0.01730503,0.9992546,0.03450688,0,-0.9990445,0.01589559,0.04070922,0,-6.775762,1.592176,6.3305,1,1.0,1.0,-0.0003916174,-0.003706398,-0.0196815,2.9,16,0.023244398539646292,-0.07141398251402334,0.9971758826997456,0.023244398539646292,-0.07141398251402334,0.9971758826997456
