mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,eye_x,eye_y,eye_z,time,frame,ray_x,ray_y,ray_z,base_x,base_y,base_z
-0.03431427,0.09528686,-0.9948582,0,-0.01637095,0.9952573,0.09588975,0,-0.9992769,-0.01957716,0.03259158,0,6.286579,-0.8590484,-7.311269,1,-0.03431426,-0.01637095,-0.9992772,0,0.09528686,0.9952573,-0.01957717,0,-0.9948583,0.09588975,0.03259161,0,-6.976101,1.658967,6.503503,1,0.0,0.0,0.004261949,-0.001527946,-0.01578387,2.62,1,-0.009313936593271021,-0.013751692686054473,0.9998620612531534,-0.009313936593271021,-0.013751692686054473,0.9998620612531534
-0.05695188,0.0145027,-0.9982716,0,0.003634918,0.9998909,0.01431885,0,-0.9983703,0.002813152,0.05699837,0,6.097181,-1.581069,-7.366706,1,-0.05695188,0.003634919,-0.9983703,0,0.0145027,0.9998908,0.002813151,0,-0.9982716,0.01431885,0.05699839,0,-6.983798,1.664216,6.511583,1,0.8579882,0.8764343,0.004262513,-0.001528244,-0.01579165,2.64,2,-0.011664841389995585,-0.013275141364477694,0.9998438388553982,-0.011664841389995585,-0.013275141364477694,0.9998438388553982
-0.05674279,0.01431264,-0.9982863,0,0.003874533,0.9998929,0.01411545,0,-0.9983814,0.003066944,0.05679214,0,6.098365,-1.584061,-7.365252,1,-0.05674275,0.003874533,-0.9983811,0,0.01431264,0.9998928,0.003066943,0,-0.9982861,0.01411544,0.05679215,0,-6.983918,1.664227,6.511639,1,0.8471763,0.8869511,0.004260216,-0.001519432,-0.01583877,2.66,3,-0.013503181871265603,-0.012236420399211198,0.9998339532618231,-0.013503181871265603,-0.012236420399211198,0.9998339532618231
-0.05621302,0.01415654,-0.9983186,0,0.004784776,0.9998918,0.01390944,0,-0.9984075,0.00399484,0.05627465,0,6.100884,-1.591275,-7.36224,1,-0.05621299,0.004784776,-0.9984072,0,0.01415654,0.9998918,0.003994838,0,-0.9983183,0.01390943,0.05627466,0,-6.984383,1.664316,6.511831,1,0.8559863,0.8730069,0.004256439,-0.001524506,-0.01587414,2.68,4,-0.01554643592835517,-0.010373475314647532,0.999825334415878,-0.01554643592835517,-0.010373475314647532,0.999825334415878
-0.05596912,0.01380561,-0.9983371,0,0.004438119,0.999898,0.01357839,0,-0.9984227,0.00367077,0.05602467,0,6.103453,-1.59161,-7.360688,1,-0.05596909,0.00443812,-0.9984225,0,0.01380561,0.999898,0.003670768,0,-0.9983369,0.01357839,0.05602467,0,-6.984869,1.664306,6.512047,1,0.8547308,0.8757482,0.004254784,-0.001526161,-0.01587689,2.7,5,-0.015983053988527705,-0.01064820601703687,0.9998155618381915,-0.015983053988527705,-0.01064820601703687,0.9998155618381915
-0.05562019,0.01340604,-0.9983619,0,0.004426495,0.9999033,0.01318013,0,-0.9984422,0.003686162,0.0556742,0,6.106085,-1.594548,-7.358095,1,-0.05562024,0.004426494,-0.9984422,0,0.01340604,0.9999033,0.003686163,0,-0.9983621,0.01318013,0.05567417,0,-6.985044,1.664346,6.512107,1,0.8547308,0.8757482,0.004251999,-0.001525627,-0.01587222,2.72,6,-0.017495005407754883,-0.013626126467550374,0.9997540964973702,-0.017495005407754883,-0.013626126467550374,0.9997540964973702
-0.05500996,0.01168827,-0.9984175,0,0.0047069,0.9999234,0.01144656,0,-0.9984748,0.004069777,0.05506074,0,6.110267,-1.609173,-7.352105,1,-0.05500993,0.0047069,-0.9984747,0,0.01168827,0.9999233,0.004069775,0,-0.9984173,0.01144656,0.05506076,0,-6.985535,1.664446,6.512308,1,0.8529545,0.8713115,0.004248275,-0.001530983,-0.01587352,2.74,7,-0.019437565479672358,-0.014546288804602944,0.9997052498262857,-0.019437565479672358,-0.014546288804602944,0.9997052498262857
-0.05420828,0.01064523,-0.998473,0,0.0052613,0.9999323,0.01037515,0,-0.9985159,0.004690847,0.05426061,0,6.115394,-1.620588,-7.345989,1,-0.05420826,0.005261301,-0.9985157,0,0.01064523,0.9999323,0.004690846,0,-0.9984728,0.01037515,0.05426061,0,-6.986014,1.664519,6.512516,1,0.8551098,0.8752511,0.004246407,-0.001535629,-0.01586759,2.76,8,-0.019972630845241326,-0.014427708111573977,0.9996964215479452,-0.019972630845241326,-0.014427708111573977,0.9996964215479452
-0.05339479,0.01033583,-0.9985201,0,0.005586741,0.9999339,0.01005172,0,-0.998558,0.005041765,0.05344903,0,6.120837,-1.625097,-7.340834,1,-0.05339481,0.005586743,-0.9985577,0,0.01033583,0.9999339,0.005041763,0,-0.9985199,0.01005172,0.05344899,0,-6.986351,1.664582,6.512562,1,0.85719,0.8791193,0.004245361,-0.001537743,-0.01586688,2.78,9,-0.020256295990971226,-0.015288597651942213,0.9996779187591188,-0.020256295990971226,-0.015288597651942213,0.9996779187591188
-0.05305195,0.01072619,-0.9985342,0,0.005347203,0.999931,0.0104571,0,-0.9985775,0.004784595,0.05310571,0,6.123755,-1.620718,-7.339569,1,-0.05305201,0.005347204,-0.9985775,0,0.01072619,0.999931,0.004784596,0,-0.9985341,0.0104571,0.05310564,0,-6.986548,1.664612,6.512571,1,0.8485013,0.8812127,0.00424163,-0.001545082,-0.01585979,2.8,10,-0.021381804932460932,-0.016427652968192784,0.9996364092187654,-0.021381804932460932,-0.016427652968192784,0.9996364092187654
-0.0527432,0.01003573,-0.9985577,0,0.004917411,0.99994,0.00978989,0,-0.998596,0.004393968,0.05278933,0,6.126561,-1.623113,-7.336945,1,-0.05274314,0.00491741,-0.998596,0,0.01003573,0.99994,0.004393968,0,-0.9985576,0.009789889,0.05278938,0,-6.986939,1.664717,6.512404,1,0.8500186,0.8751957,0.004240814,-0.001573044,-0.01580959,2.84,11,-0.020839581400825327,-0.014972355406644622,0.9996707159963302,-0.020839581400825327,-0.014972355406644622,0.9996707159963302
