time,alpha,beta,value,repro
90.04764,2.424684,-2.392336,0.05353592,0.0002788329
203.264,-1.329094,0.7883273,0.08669879,0.0002162064
193.4922,-1.05033,4.582438,0.1074373,0.0002652772
159.7,4.110368,-1.154355,0.1213971,0.0003353512
174.9763,-2.435467,-0.7983583,0.1407166,0.0003683681
151.4267,4.92789,-1.052262,0.07244194,0.0002235862
99.71899,0.4422496,4.852898,0.09004833,0.0004247563
129.9225,0.4371522,-4.999615,0.06380463,0.0002371919
123.9486,-2.514988,1.27793,0.06282331,0.0002259831
105.9629,-2.154602,1.031721,0.06145865,0.0002560777
105.0353,-3.109432,1.168252,0.1023165,0.0004410195
107.5614,-3.550471,4.944842,0.0559692,0.0002690827
87.84509,0.4789087,-0.129244,0.06410512,0.0003111899
100.7203,-2.006098,3.820562,0.1187162,0.0004885441
95.25024,0.2766814,1.227119,0.0929524,0.0004094819
126.8024,-1.4776,-0.2972024,0.05849804,0.000223275
59.61719,-1.623093,-0.2083364,0.03095738,0.0002149818
160.2422,-3.233246,2.116736,0.06419321,0.0001987406
