time,alpha,beta,value,repro
14.90381,-0.09977803,0.13714,0.002410084,4.820168E-05
25.84058,0.447883,-0.2640211,0.004596768,4.890179E-05
37.23973,-0.3660996,0.1021681,0.003465384,4.175161E-05
45.83462,0.5536887,0.6394197,0.0055468,4.266769E-05
18.22597,-1.391671,-0.2522587,0.002299146,4.598292E-05
26.84943,2.204426,-1.8802,0.003761065,4.323063E-05
39.45442,0.05070307,1.70594,0.004675367,4.329044E-05
10.26125,-0.1291298,-4.267694,0.001336361,4.31084E-05
19.86096,1.992844,1.750695,0.002638258,4.628522E-05
32.41177,0.7868678,-0.6814323,0.003286545,4.21352E-05
46.71606,-1.188995,1.856203,0.004020986,4.103047E-05
21.56039,1.64974,1.119194,0.002413246,4.38772E-05
11.04361,3.99662,1.18017,0.001233458,4.933832E-05
46.54593,-0.4193306,1.472497,0.003497142,4.857142E-05
41.18542,0.8707319,-0.5137826,0.005857373,4.338795E-05
68.97549,0.5980196,-1.359387,0.002606555,4.494061E-05
26.53076,-0.8802868,-3.942429,0.002909154,4.407809E-05
45.31445,0.9966633,0.6278993,0.004712989,3.831698E-05
