error
2.6380235020701237
2.489904457634863
2.173075747587008
1.818038587365752
5.593011701896777
6.481574746381516
3.6139098700347585
3.1484591779541846
2.308858345528516
5.153849684940749
3.4370412333812195
2.604603464957101
1.6730921236101117
2.025367141840574
2.97699563204513
1.9089015081272576
4.8440210277062725
1.747506372310581
