time,alpha,beta,value,repro
12.44572,-0.659592,-2.451307,0.001848227,4.40054E-05
49.10643,-1.07145,-2.122996,0.007581315,4.407741E-05
19.27393,-0.4039688,1.740066,0.002434229,4.425872E-05
39.84819,-0.4034255,-1.510396,0.006808817,4.450207E-05
21.60988,-4.475234,-2.522051,0.002744114,4.355737E-05
47.11327,3.910684,-4.566722,0.004831486,4.313827E-05
13.1373,-1.444795,-2.903861,0.001873461,4.930159E-05
48.11923,-0.151565,-2.94833,0.005475583,4.026164E-05
36.6105,-2.210528,-0.4787476,0.005473883,4.52387E-05
35.31024,-0.4369581,-4.812987,0.003802676,3.765025E-05
19.90646,-3.323439,0.784465,0.002652144,4.572662E-05
25.80756,-2.219508,-0.851302,0.002934398,4.252751E-05
14.85013,0.0136308,-1.710608,0.002037417,4.96931E-05
19.27621,-1.189493,-1.576468,0.002676394,4.248244E-05
33.20245,2.846033,-0.9561827,0.003760332,4.372478E-05
36.28662,-1.233425,-1.204858,0.003733824,3.810025E-05
18.21509,-1.863149,-4.138212,0.002416017,4.238627E-05
56.70099,0.8762736,1.349506,0.007112077,3.973227E-05
