5,17
20,31
74,82
91,99
110,118
129,142
145,158
174,183
185,207
208,225
226,246
248,261
274,287
291,301
302,311
367,376
428,436
451,460
482,491
500,508
515,523
525,542
547,555
558,568
594,606
635,643
658,670
672,680
697,709
717,729
731,741
755,763
767,778
786,794
811,820
823,831
874,884
940,948
1048,1056
1068,1079
1093,1104
1187,1196
1210,1218
1228,1238
1239,1247
1248,1263
1264,1273
1311,1321
1325,1338
1340,1349
1350,1358
1359,1368
1369,1378
1381,1389
1390,1398
1399,1413
1414,1425
1442,1455
1457,1474
1475,1489
1491,1499
1500,1511
1512,1523
1526,1538
1544,1555
1556,1566
1567,1576
1577,1587
1588,1596
1597,1606
1628,1638
1642,1650
1651,1666
1667,1675
1678,1686
1687,1702
1703,1715
1718,1729
1732,1742
1744,1753
1759,1768
1771,1781
1782,1794
1801,1809
1810,1818
1819,1828
1832,1841
1860,1872
1873,1882
1924,1933
1944,1956
2017,2025
2031,2039
2086,2095
2107,2120
2125,2135
2143,2154
2156,2164
2167,2177
2178,2186
2187,2198
2200,2212
2218,2226
2228,2237
2287,2295
2439,2449
2451,2459
