error
1.4103596614248326
4.929054117773069
2.0797203349115208
5.32708942460609
4.363356493147374
1.7935296351978223
0.8591256671352013
0.6814897156262287
2.623584433831072
1.1201579996918571
2.6212911211521277
4.578581729568488
1.3555485920506871
6.3238364613183
1.434594301819782
2.555088085997684
2.027871151117167
0.9264255823683998
