5,20
31,39
90,98
123,142
146,155
210,224
233,242
245,253
314,326
372,383
448,456
473,492
495,593
598,607
665,674
677,690
735,750
751,763
880,890
891,909
913,931
933,942
944,955
1006,1027
1070,1083
1085,1100
1102,1114
1117,1125
1127,1137
1140,1153
1155,1172
1179,1195
1227,1243
1281,1292
1294,1304
1340,1349
1350,1361
1377,1390
1395,1404
1405,1413
1421,1431
1438,1450
1451,1464
1465,1483
1495,1509
1599,1617
1619,1636
1638,1648
1649,1661
1664,1679
1689,1705
1716,1727
1728,1741
1742,1764
1864,1875
1878,1889
1890,1901
1920,1942
1944,1968
1970,1987
2001,2022
2026,2034
2057,2080
2081,2089
2091,2117
2120,2128
2139,2151
2159,2169
2199,2209
2298,2306
2324,2333
2334,2365
2368,2388
2391,2404
2413,2424
