time,alpha,beta,value,repro
89.13576,-1.318447,0.1271935,0.01205206,4.530851E-05
95.69917,-0.1369704,0.8732432,0.01469087,4.785299E-05
55.93054,-0.8866737,1.155228,0.007582607,4.460357E-05
118.8705,0.1066198,0.6943918,0.01544435,4.375171E-05
80.74216,-1.033466,0.1550941,0.01257363,4.969814E-05
61.89926,2.626607,-1.177722,0.007962956,4.3043E-05
74.30328,-0.6679029,1.054352,0.008936466,4.703403E-05
47.98236,-0.3020788,0.08011631,0.00624657,4.66162E-05
38.66846,0.08465503,1.466289,0.005715367,4.843531E-05
69.98059,-1.580426,0.1965102,0.007949784,4.542734E-05
93.37549,-0.7550571,0.9425685,0.009684182,4.504271E-05
47.15948,-0.6049889,0.6008271,0.005422777,4.269903E-05
36.43024,-0.4316336,1.324784,0.003697245,4.740058E-05
47.1358,0.103046,1.35358,0.006353979,4.571208E-05
69.37567,1.002695,0.4811426,0.009528041,4.370661E-05
38.74365,-0.5485622,0.1272065,0.005282449,4.514914E-05
44.27441,-1.325587,-0.1468239,0.006429999,4.560283E-05
81.29077,0.9879947,0.3798985,0.008421215,4.06822E-05
