time,alpha,beta,value,repro
28.3131,3.840668,0.8942941,0.005082614,4.794919E-05
124.5949,3.217216,4.300949,0.01759348,4.666705E-05
101.4399,1.313361,4.976908,0.01488328,4.537585E-05
102.4541,2.20594,3.45179,0.01365536,4.521643E-05
81.42242,2.50545,3.776106,0.01185631,4.68629E-05
76.91733,4.877674,2.690866,0.009752765,4.453318E-05
42.67505,4.000189,4.960016,0.005952744,4.96062E-05
76.9364,4.295406,3.132013,0.008525132,4.040347E-05
64.13226,2.835115,4.901832,0.00987988,4.796058E-05
67.18585,1.978826,1.575812,0.007885641,4.002864E-05
46.24884,2.692032,2.850682,0.006110291,4.492861E-05
50.62939,2.728602,4.569443,0.006988042,4.394995E-05
33.06598,4.567641,4.131476,0.004320065,4.695723E-05
37.83917,2.999738,3.200953,0.005491291,4.576076E-05
53.33777,4.088152,3.925681,0.007359973,4.181803E-05
55.71124,1.123604,1.622568,0.007050773,4.006121E-05
29.1759,1.275219,3.358675,0.004082244,4.297099E-05
94.66382,2.167392,4.184188,0.01258196,4.152461E-05
