time,alpha,beta,value,repro
20.712,0.3749247,-2.644,0.002977871,4.581339E-05
75.31734,-0.2406363,-2.553727,0.01044884,4.484481E-05
47.30608,-1.512155,2.272732,0.005903378,4.27781E-05
65.87131,-0.6673625,-2.052402,0.009473092,4.489617E-05
32.86459,-2.450865,-3.493547,0.004501949,4.328797E-05
54.83844,2.390049,-2.644932,0.006676003,4.335067E-05
17.37109,-1.215443,-0.02688855,0.003320019,5.18753E-05
64.16177,0.394425,-3.877417,0.007519186,3.957466E-05
55.21277,-1.150592,-1.04736,0.007234557,4.607998E-05
46.97955,0.01934222,-3.499757,0.005565863,3.786301E-05
24.87476,-3.333575,0.7963414,0.003450695,4.600926E-05
34.60071,-2.500351,-0.2439802,0.004325088,4.282266E-05
22.3421,-0.07909958,-1.595934,0.003564894,4.951242E-05
29.22321,-0.5942826,0.003548437,0.004310576,4.398547E-05
40.66339,1.29143,-2.495246,0.006080864,4.343475E-05
43.65497,-0.9362662,-2.204793,0.005441909,4.031044E-05
24.4306,-0.9715481,-4.441264,0.00363982,4.333119E-05
74.8183,-1.376801,1.578503,0.009209679,4.021694E-05
