time,alpha,beta,value,repro
28.15743,-0.5177786,-0.9345381,0.004206559,4.572346E-05
97.32475,-0.4829328,1.757148,0.01384617,4.423697E-05
96.03336,-3.579948,3.87775,0.01266078,4.458021E-05
77.41318,-0.3931527,3.440612,0.01093943,4.306863E-05
73.67719,-1.030453,1.622933,0.009488696,4.413347E-05
62.86084,3.658333,1.180102,0.007630914,4.215975E-05
36.9502,-0.7210171,2.664385,0.004829756,4.735055E-05
58.91443,1.108959,-0.3480258,0.007370564,4.049761E-05
51.22504,0.002020513,2.694122,0.007844423,4.669299E-05
66.34027,-0.3362856,1.777841,0.007032628,3.842966E-05
41.74683,-1.37364,4.27031,0.00505945,4.558063E-05
47.71716,-1.125926,3.135051,0.005498425,4.197271E-05
28.46149,1.003855,2.534399,0.002937184,4.195977E-05
31.40051,-2.229078,3.665685,0.004597432,4.420608E-05
48.42017,2.306491,3.650376,0.005829005,4.04792E-05
52.6059,-1.508055,3.327218,0.005979333,3.908061E-05
28.10052,0.6588393,3.013646,0.00325537,4.120721E-05
94.55664,-1.006257,2.979555,0.00956924,4.020689E-05
