time,alpha,beta,value,repro
27.72297,2.135545,-4.999526,0.01836547,0.000241651
78.24367,0.921219,0.1997986,0.03871499,0.0002037631
57.32144,-4.138296,3.3697,0.0352972,0.0002846548
83.27426,3.961304,-1.304269,0.0622513,0.0003439299
43.88214,-1.155174,0.8071231,0.03874546,0.0003459416
86.05585,2.730411,2.070956,0.03430722,0.0001994606
42.54248,-4.963012,3.289425,0.03841202,0.0003841202
76.23221,-0.3559362,-4.995934,0.03644976,0.0001980965
70.90759,-2.75787,-1.267752,0.03672247,0.0002172927
60.93268,-2.989655,0.8559389,0.03146807,0.0002420621
45.94464,-3.077212,0.3017389,0.04896583,0.0004708253
52.80304,-0.9344627,2.669172,0.03195313,0.0003014447
32.08099,-3.066099,-0.4741679,0.02616409,0.0003007367
60.17078,-4.284462,2.264202,0.07207975,0.0004903384
52.63831,-1.576702,0.592541,0.06851872,0.0004629643
67.69196,-0.5469645,0.4114766,0.03066443,0.0001836193
35.71686,-1.387105,-4.959289,0.01985026,0.0002205584
90.89777,-3.223376,2.708067,0.04020123,0.0002030365
