time,alpha,beta,value,repro
43.12103,-3.614868,-0.8482885,0.0311759,0.000280864
77.64703,-0.7222826,1.470455,0.04722555,0.0003212622
65.90814,-0.06064141,4.214987,0.0444839,0.0003089159
85.96327,2.48946,0.07266253,0.0323565,0.000218625
45.99841,-0.3183665,-0.9614213,0.02727336,0.0003452324
61.6131,1.942605,0.1120211,0.03230489,0.0002307492
93.65128,-2.319405,0.7572837,0.05536702,0.0004012103
41.86841,-2.88069,-1.816583,0.02950514,0.000378271
47.64337,-2.426926,-0.8197848,0.03717551,0.0003123993
66.34009,-3.213113,-0.6531268,0.03762736,0.0002829125
79.08051,1.942003,0.3707588,0.03543235,0.0003002741
43.45551,-3.631212,2.669494,0.0225485,0.0002505389
38.9632,0.8395457,-0.2923812,0.02683873,0.0003354842
57.06183,1.596266,2.698225,0.04822555,0.0004121842
74.87402,2.541948,-0.3377591,0.03223178,0.0002253971
44.04254,-4.559547,1.680857,0.02498462,0.0002575734
48.52356,1.683105,-1.226936,0.03258855,0.0003581159
66.40588,1.311363,0.3465647,0.03712958,0.0002491918
