time,alpha,beta,value,repro
20.93648,-3.194639,-2.475167,0.01662154,0.0002480827
41.31607,-2.783738,3.588324,0.03359642,0.000390656
40.51658,0.2347534,-2.079114,0.02608081,0.0002866023
46.5657,4.464546,0.8057619,0.01936438,0.0002514855
25.49922,-3.613567,-1.478913,0.01714818,0.0003499628
32.68436,-4.122291,-1.729824,0.01624098,0.0002165464
55.60614,-2.533683,0.3157538,0.03485574,0.0004199487
21.95474,-2.520904,0.816933,0.01641544,0.0003647876
29.38962,-1.360097,-0.2746004,0.02140301,0.0003194478
56.58096,-2.777229,-0.7345291,0.02237518,0.0003023673
37.66507,-2.139613,1.243786,0.02158382,0.0002877843
28.53528,-1.11366,2.292531,0.0117792,0.0002265231
22.3414,1.44983,0.3854968,0.01580027,0.0003674482
39.67935,1.418971,2.927201,0.02836802,0.0003940003
54.84424,2.543987,-0.3380176,0.02082318,0.0002288261
30.92395,-4.588426,1.457736,0.01733202,0.000298828
28.93127,-4.503645,-1.08132,0.01570844,0.0003205805
42.34076,2.949305,0.3882523,0.02821167,0.000316985
